rank,listing_id,addr,lat,lng,floor,deposit_만원,monthly_rent_만원,size_평,flpop_lunch,flpop_dinner,flpop_etc,dist_station,dist_bus_stop,cnt_crosswalk,is_road,cnt_academy,cnt_hospital,cnt_school,cnt_company,cnt_banapresso,cnt_high_cafe,cnt_low_cafe,cnt_etc_cafe,rent_score,capital_score,cost_score,location_score,location_score_lr,success_prob,recom_score,final_score
162,760431,서울특별시 강남구 논현동,37.5059462955,127.0258724334,1.0,5000.0,275.0,30.0,589152.0,788268.0,560948.125,692.8142427269515,96.68418992797163,18,1,0,0,1,0,0,4,4,28,9.608150470219435,9.22352671978828,18.831677190007717,0.9462690706223572,0.5879310283853161,0.5706408102430401,89.8018574866845,79.98052454797035
163,922889,서울특별시 강남구 신사동,37.5177719631,127.0214423515,5.0,3500.0,253.0,45.0,568765.0,648546.5,510767.5,178.6583301322411,74.80791496390219,9,1,1,2,0,0,0,3,4,30,9.697070211502785,15.0,24.697070211502783,0.7737578596388478,0.5160504566605901,0.7333286020017132,82.72890968441637,79.91009483914284
164,920562,서울특별시 강남구 신사동,37.5177719631,127.0214423515,5.0,3000.0,253.0,45.0,568765.0,648546.5,510767.5,178.6583301322411,74.80791496390219,9,1,1,2,0,0,0,3,4,30,9.697070211502785,15.0,24.697070211502783,0.7737578596388478,0.5160504566605901,0.7333286020017132,82.72890968441637,79.91009483914284
165,914037,서울특별시 서초구 잠원동,37.5127815816384,127.019305766957,1.0,30000.0,2700.0,180.5,568765.0,648546.5,510767.5,272.92925511225457,117.46673840355936,14,1,0,2,0,0,0,2,4,29,6.547825481084,3.987924805381717,10.535750286465717,0.9536694039352952,0.5780699455786372,0.7480106965030827,82.06095558161286,79.88298980222149
166,924223,서울특별시 강남구 신사동,37.5179413755,127.0213111846,5.0,3000.0,250.0,32.8,568765.0,648546.5,510767.5,188.92483346002052,94.80853603908741,9,1,1,2,0,0,0,3,4,34,9.725779243745986,15.0,24.725779243745986,0.7701010714463885,0.5107972935510949,0.7364163541846662,82.48335960222512,79.83084234709756
167,919250,서울특별시 강남구 논현동,37.5168164553,127.0237631977,4.0,2000.0,230.0,34.2,568765.0,648546.5,510767.5,308.10698440044945,157.06260662657346,2,1,0,2,0,0,0,3,3,15,9.728317659352143,15.0,24.728317659352143,0.7788088314703334,0.5097083991082844,0.7200014012546438,83.13898001962716,79.79732805137832
168,798489,서울특별시 강남구 신사동,37.5179485135,127.0216957834,1.0,5000.0,500.0,18.9,373769.5,469697.75,332457.375,207.59392785000378,70.72890090065232,7,1,1,2,0,0,0,3,4,36,9.505016685462067,3.863759620761456,13.368776306223523,0.9560244502644951,0.5427602903921492,0.6721433627507621,85.07061007606066,79.71372793576532
169,913613,서울특별시 강남구 논현동,37.5116326046162,127.029430485316,3.0,5000.0,440.0,39.1,378147.0,391751.0,381067.3125,337.96669109034883,224.65846336142678,9,1,0,0,0,0,0,1,3,17,9.508881922675027,15.0,24.508881922675027,0.8274858906971797,0.45341062422222217,0.6363221065823974,86.5703237249635,79.68888980494637
170,918199,서울특별시 강남구 논현동,37.5116326046162,127.029430485316,3.0,5000.0,440.0,35.0,378147.0,391751.0,381067.3125,337.96669109034883,224.65846336142678,9,1,0,0,0,0,0,1,3,17,9.508881922675027,15.0,24.508881922675027,0.8274858906971797,0.45341062422222217,0.6363221065823974,86.5703237249635,79.68888980494637
171,920199,서울특별시 강남구 논현동,37.5100483423,127.0225938106,1.0,2000.0,125.0,6.0,388874.5,478718.0,397097.625,152.36796511645542,79.88534117887801,10,0,0,5,0,0,0,4,3,35,9.843260188087775,15.0,24.843260188087775,0.851230773300467,0.4727171647535348,0.5855010060770776,88.6855681856228,79.64492791224828
172,919787,서울특별시 강남구 논현동,37.5100483423,127.0225938106,1.0,2000.0,125.0,6.0,388874.5,478718.0,397097.625,152.36796511645542,79.88534117887801,10,0,0,5,0,0,0,4,3,35,9.843260188087775,15.0,24.843260188087775,0.851230773300467,0.4727171647535348,0.5855010060770776,88.6855681856228,79.64492791224828
173,921713,서울특별시 강남구 논현동,37.5100483423,127.0225938106,1.0,2000.0,125.0,6.0,388874.5,478718.0,397097.625,152.36796511645542,79.88534117887801,10,0,0,5,0,0,0,4,3,35,9.843260188087775,15.0,24.843260188087775,0.851230773300467,0.4727171647535348,0.5855010060770776,88.6855681856228,79.64492791224828
174,920404,서울특별시 강남구 논현동,37.5100483423,127.0225938106,1.0,2000.0,125.0,6.0,388874.5,478718.0,397097.625,152.36796511645542,79.88534117887801,10,0,0,5,0,0,0,4,3,35,9.843260188087775,15.0,24.843260188087775,0.851230773300467,0.4727171647535348,0.5855010060770776,88.6855681856228,79.64492791224828
175,416146,서울특별시 강남구 논현동,37.5093130773764,127.022828844612,2.0,5000.0,716.0,51.9,388874.5,478718.0,397097.625,233.72372340658475,38.584843448156754,12,1,0,2,0,0,0,4,2,29,9.251828631138977,4.5740539331781545,13.825882564317132,0.9131259092687222,0.534404826401429,0.7338505277737967,82.31032575947128,79.63274386484379
176,818657,서울특별시 강남구 논현동,37.5109168549,127.022883624,1.0,2000.0,242.0,9.0,388874.5,478718.0,397097.625,113.2583922598758,60.254225041566386,12,0,0,5,0,0,0,3,2,35,9.74712643678161,15.0,24.74712643678161,0.8431393158143301,0.4738012594652673,0.5999248936108007,87.98257512285637,79.58554939432348
177,843426,서울특별시 강남구 논현동,37.5096644568,127.0308186321,-1.0,3000.0,231.0,21.4,318800.0,380357.25,434233.75,394.2071982219014,147.27206909920667,4,1,0,1,0,0,0,0,2,19,9.758620689655173,14.073033785729248,23.83165447538442,0.8259681310380323,0.45649839912503537,0.6501068020417212,85.77926430323684,79.54868907351742
178,915655,서울특별시 강남구 신사동,37.5178621262,127.0210939782,5.0,3000.0,210.0,18.0,568765.0,648546.5,510767.5,172.69494195453345,106.85752559116304,9,1,1,2,0,0,0,3,3,32,9.762408009021792,15.0,24.76240800902179,0.7643762352692297,0.5085133105676335,0.7360748147144573,82.09062565421402,79.54568239938354
179,799112,서울특별시 강남구 논현동,37.509356484733,127.025150764366,1.0,1500.0,140.0,11.0,388874.5,478718.0,397097.625,371.51805602689274,244.59827631880393,4,1,0,1,1,0,0,3,3,29,9.848484848484848,12.480739949033195,22.329224797518044,0.9197553460124493,0.5123810159468897,0.5204384919467246,91.31087574845174,79.53076778231795
180,914428,서울특별시 서초구 잠원동,37.5116598656,127.0196444603,5.0,2000.0,170.0,19.0,388874.5,478718.0,397097.625,185.96976573079468,113.54276504057388,16,1,0,2,0,0,0,2,5,34,9.782640863623808,15.0,24.782640863623808,0.7645127556583826,0.4631560128834822,0.733865833592738,82.1210975380025,79.50074328438389
181,924592,서울특별시 강남구 논현동,37.5070850275,127.02649714,2.0,3000.0,340.0,35.8,589152.0,788268.0,560948.125,627.039826143274,230.37919049057695,9,1,0,0,1,0,0,3,2,22,9.613375130616511,15.0,24.61337513061651,0.8728812154334795,0.5392347636423133,0.5463139735818954,90.07946628812746,79.44504560914608
182,887915,서울특별시 강남구 신사동,37.5198474065,127.0238818032,1.0,20000.0,1250.0,73.7,373769.5,469697.75,332457.375,493.2926600398917,196.91598490506564,4,1,0,2,0,0,0,2,2,38,8.76254171365517,6.8745178289578295,15.637059542612999,0.9210819868925475,0.4914903411038221,0.6713470711846098,84.71820855955407,79.44315812722614
183,865673,서울특별시 강남구 논현동,37.5111689919,127.0236166309,1.0,5500.0,350.0,25.0,388874.5,478718.0,397097.625,173.97023778190112,76.81639942241742,10,0,0,4,0,0,0,3,1,31,9.561128526645767,15.0,24.561128526645767,0.8560642480870579,0.46217339036717614,0.5764809878527317,88.7659471331751,79.43059262880452
184,923521,서울특별시 강남구 논현동,37.5177135094,127.0386993641,1.0,2500.0,200.0,10.0,316236.0,342827.25,274934.6875,238.27902973364718,138.52068770994623,11,1,2,0,0,0,0,2,2,25,9.761183875120253,15.0,24.761183875120253,0.8722073336786028,0.5041430665785555,0.5428118159627646,90.17673390101547,79.40806820959376
185,758511,서울특별시 강남구 신사동,37.5186691835,127.0224063717,1.0,8000.0,770.0,12.0,373769.5,469697.75,332457.375,309.418666291873,138.00246518280653,2,1,1,2,0,0,0,2,4,37,9.212976529884688,8.179522169665349,17.39249869955004,0.9129256482586042,0.519395159339472,0.6434662701268032,85.86192231894535,79.40733372706583
186,780816,서울특별시 서초구 반포동,37.5076444807892,127.022493557067,1.0,40000.0,2580.0,78.6,388874.5,478718.0,397097.625,401.45136006809815,66.62050704320146,10,1,0,2,0,0,0,5,3,29,7.396203617202368,3.863302391077848,11.259506008280216,0.9619185210831506,0.5448582138908675,0.6997804560853647,83.40339508951651,79.37579024522249
187,553540,서울특별시 강남구 논현동,37.5096809953327,127.022632607729,5.0,8000.0,550.0,39.0,388874.5,478718.0,397097.625,189.41379793358848,42.675877520041425,13,1,0,4,0,0,0,4,2,32,9.425287356321839,15.0,24.42528735632184,0.750923938851909,0.483664851250818,0.7601199584932468,80.744582770215,79.3248066939479
188,920331,서울특별시 강남구 논현동,37.5073625573,127.0264067575,2.0,4000.0,270.0,30.0,589152.0,788268.0,560948.125,599.300053109628,258.6625533353988,9,1,0,0,1,0,0,3,2,24,9.686520376175547,15.0,24.686520376175547,0.8664135181038707,0.5353418904745703,0.5495809129924676,89.66753423396585,79.25470135355012
189,924574,서울특별시 강남구 논현동,37.5073625573,127.0264067575,2.0,4000.0,250.0,30.0,589152.0,788268.0,560948.125,599.300053109628,258.6625533353988,9,1,0,0,1,0,0,3,2,24,9.686520376175547,15.0,24.686520376175547,0.8664135181038707,0.5353418904745703,0.5495809129924676,89.66753423396585,79.25470135355012
190,924001,서울특별시 강남구 논현동,37.5073625573,127.0264067575,2.0,4000.0,270.0,33.5,589152.0,788268.0,560948.125,599.300053109628,258.6625533353988,9,1,0,0,1,0,0,3,2,24,9.686520376175547,15.0,24.686520376175547,0.8664135181038707,0.5353418904745703,0.5495809129924676,89.66753423396585,79.25470135355012
191,919878,서울특별시 강남구 논현동,37.5112337413954,127.024222902456,5.0,2000.0,220.0,22.0,388874.5,478718.0,397097.625,227.80858360124301,95.78950113527955,11,1,0,4,0,0,0,1,2,32,9.770114942528735,15.0,24.770114942528735,0.7543948300634256,0.46089629223194795,0.743521654884263,81.34972719728566,79.25045868462784
192,924104,서울특별시 서초구 잠원동,37.5109679863,127.0190832724,1.0,2000.0,140.0,10.0,388874.5,478718.0,397097.625,230.05496962284982,41.734370497043265,12,0,0,2,0,0,0,2,3,32,9.808212526726889,15.0,24.80821252672689,0.8581941537277491,0.4577526801450521,0.5591292382973215,89.17277405630807,79.1948189883353
193,906927,서울특별시 강남구 논현동,37.5087203675834,127.030184868439,-0.5,1000.0,100.0,9.6,318800.0,380357.25,434233.75,390.60137336646847,252.9721078263817,5,1,0,2,0,0,0,0,2,20,9.895506792058516,15.0,24.895506792058516,0.8142538504958651,0.4531391409293928,0.6335868886263001,85.9645455792484,79.18278856426286
194,906848,서울특별시 강남구 논현동,37.5087203675834,127.030184868439,-0.5,1000.0,100.0,9.6,318800.0,380357.25,434233.75,390.60137336646847,252.9721078263817,5,1,0,2,0,0,0,0,2,20,9.895506792058516,15.0,24.895506792058516,0.8142538504958651,0.4531391409293928,0.6335868886263001,85.9645455792484,79.18278856426286
195,926093,서울특별시 서초구 반포동,37.5084554931,127.0219192404,1.0,1000.0,80.0,3.0,388874.5,478718.0,397097.625,305.3936975520722,72.61829573167736,13,0,0,2,0,0,0,4,4,26,9.924962640265198,15.0,24.9249626402652,0.8772932971331696,0.45991667236206474,0.5225402303362039,90.72195992525292,79.18157885776316
196,906930,서울특별시 강남구 논현동,37.5087203675834,127.030184868439,-0.5,330.0,110.0,9.6,318800.0,380357.25,434233.75,390.60137336646847,252.9721078263817,5,1,0,2,0,0,0,0,2,20,9.885057471264368,15.0,24.885057471264368,0.8142538504958651,0.4531391409293928,0.6335868886263001,85.95409625845426,79.17547403970698
197,906928,서울특별시 강남구 논현동,37.5087203675834,127.030184868439,-0.5,1000.0,115.0,10.2,318800.0,380357.25,434233.75,390.60137336646847,252.9721078263817,5,1,0,2,0,0,0,0,2,20,9.879832810867294,15.0,24.879832810867292,0.8142538504958651,0.4531391409293928,0.6335868886263001,85.94887159805717,79.17181677742902
198,906931,서울특별시 강남구 논현동,37.5087203675834,127.030184868439,-0.5,345.0,115.0,10.2,318800.0,380357.25,434233.75,390.60137336646847,252.9721078263817,5,1,0,2,0,0,0,0,2,20,9.879832810867294,15.0,24.879832810867292,0.8142538504958651,0.4531391409293928,0.6335868886263001,85.94887159805717,79.17181677742902
199,906849,서울특별시 강남구 논현동,37.5087203675834,127.030184868439,-0.5,1000.0,115.0,10.2,318800.0,380357.25,434233.75,390.60137336646847,252.9721078263817,5,1,0,2,0,0,0,0,2,20,9.879832810867294,15.0,24.879832810867292,0.8142538504958651,0.4531391409293928,0.6335868886263001,85.94887159805717,79.17181677742902
200,865788,서울특별시 강남구 논현동,37.5075711139303,127.02692098833,1.0,5000.0,280.0,10.0,589152.0,788268.0,560948.125,616.9108572991148,281.33907343224837,3,1,0,0,1,0,0,1,2,25,9.670846394984325,15.0,24.670846394984324,0.8717663005512367,0.5399906205856891,0.5365521192389896,90.05331893632707,79.13388683259863
201,913602,서울특별시 강남구 신사동,37.519025910638,127.02277298178,4.0,5000.0,400.0,47.1,373769.5,469697.75,332457.375,360.62805847536896,183.89061779230013,3,1,0,2,0,0,0,2,4,36,9.554515016915861,15.0,24.55451501691586,0.78499705925591,0.44473607773093715,0.6903198868188253,83.42929446110911,79.11010272734113
202,900963,서울특별시 강남구 논현동,37.5082277944,127.0251584159,3.0,3000.0,340.0,47.0,589152.0,788268.0,560948.125,453.1946103073358,219.1119297658924,10,1,0,1,1,0,0,4,3,28,9.623824451410659,15.0,24.62382445141066,0.8371278614845823,0.5385643347630809,0.5967950331911563,87.40841406275433,79.08974083966272
203,532787,서울특별시 강남구 논현동,37.5112337413954,127.024222902456,5.0,5000.0,500.0,35.0,388874.5,478718.0,397097.625,227.80858360124301,95.78950113527955,11,1,0,4,0,0,0,1,2,32,9.47753396029258,15.0,24.477533960292583,0.7543948300634256,0.46089629223194795,0.743521654884263,81.0571462150495,79.04565199706254
204,910320,서울특별시 강남구 논현동,37.5082565966,127.0252986722,3.0,2000.0,150.0,15.0,589152.0,788268.0,560948.125,459.5488300012595,231.49455011468555,10,1,0,1,1,0,0,4,2,29,9.832810867293626,15.0,24.832810867293624,0.8308473045496626,0.5339861105968937,0.6000412680076747,87.14635870851832,79.00368913619306
205,926029,서울특별시 강남구 논현동,37.5082565966,127.0252986722,3.0,2000.0,150.0,15.0,589152.0,788268.0,560948.125,459.5488300012595,231.49455011468555,10,1,0,1,1,0,0,4,2,29,9.832810867293626,15.0,24.832810867293624,0.8308473045496626,0.5339861105968937,0.6000412680076747,87.14635870851832,79.00368913619306
206,926869,서울특별시 강남구 논현동,37.5082565966,127.0252986722,3.0,2000.0,150.0,15.0,589152.0,788268.0,560948.125,459.5488300012595,231.49455011468555,10,1,0,1,1,0,0,4,2,29,9.832810867293626,15.0,24.832810867293624,0.8308473045496626,0.5339861105968937,0.6000412680076747,87.14635870851832,79.00368913619306
207,917102,서울특별시 강남구 논현동,37.5082565966,127.0252986722,3.0,2000.0,160.0,15.0,589152.0,788268.0,560948.125,459.5488300012595,231.49455011468555,10,1,0,1,1,0,0,4,2,29,9.822361546499478,15.0,24.82236154649948,0.8308473045496626,0.5339861105968937,0.6000412680076747,87.13590938772418,78.99637461163717
208,436221,서울특별시 강남구 논현동,37.5087950132,127.034007776,1.0,5000.0,183.0,28.9,319506.5,309264.5,303520.875,151.8013782279242,56.78402392310757,15,1,1,3,0,0,0,1,5,24,9.728204505494002,10.328622333924361,20.056826839418363,0.8753340959328753,0.533924883701273,0.6328091633917892,85.706884034384,78.97909372582248
209,920182,서울특별시 강남구 역삼동,37.507269423,127.0376036824,3.0,3000.0,225.0,21.0,319506.5,309264.5,303520.875,295.3717823641073,134.68504729878077,13,1,0,1,0,0,0,2,5,22,9.78333288290937,15.0,24.78333288290937,0.8040293558388651,0.4631817680828142,0.6470065623318719,85.08553457082425,78.97007106953313
210,921912,서울특별시 강남구 역삼동,37.507269423,127.0376036824,3.0,3000.0,230.0,20.0,319506.5,309264.5,303520.875,295.3717823641073,134.68504729878077,13,1,0,1,0,0,0,2,5,22,9.778999540567558,15.0,24.778999540567558,0.8040293558388651,0.4631817680828142,0.6470065623318719,85.08120122848244,78.96703772989386
211,920961,서울특별시 강남구 역삼동,37.507269423,127.0376036824,3.0,3000.0,250.0,27.0,319506.5,309264.5,303520.875,295.3717823641073,134.68504729878077,13,1,0,1,0,0,0,2,5,22,9.761666171200307,15.0,24.761666171200307,0.8040293558388651,0.4631817680828142,0.6470065623318719,85.06386785911519,78.95490437133678
212,921909,서울특별시 강남구 역삼동,37.507269423,127.0376036824,3.0,3000.0,250.0,25.0,319506.5,309264.5,303520.875,295.3717823641073,134.68504729878077,13,1,0,1,0,0,0,2,5,22,9.761666171200307,15.0,24.761666171200307,0.8040293558388651,0.4631817680828142,0.6470065623318719,85.06386785911519,78.95490437133678
213,800099,서울특별시 강남구 신사동,37.5177615692586,127.02210634185,-1.0,7000.0,800.0,72.7,373769.5,469697.75,332457.375,216.18149209915964,36.24464590265299,6,1,1,2,0,0,0,3,4,32,9.19812703044855,9.94895882638464,19.14708585683319,0.8621269725234437,0.5088934360297167,0.6753876172246174,83.80660879609147,78.92625467400255
214,673066,서울특별시 강남구 논현동,37.5062777664,127.0263204201,-1.0,2000.0,170.0,35.0,589152.0,788268.0,560948.125,685.4204290014872,139.8819696041213,16,1,0,0,1,0,0,2,2,28,9.822361546499478,15.0,24.82236154649948,0.8429844429807857,0.5292723278986068,0.5763331102232783,88.0461947700584,78.92232964573923
215,903216,서울특별시 강남구 논현동,37.5123078694,127.0235762708,5.0,7500.0,557.0,47.0,388874.5,478718.0,397097.625,210.17890657484952,51.61652316949868,13,1,0,4,0,0,0,2,1,24,9.260188087774296,15.0,24.260188087774296,0.7539550980984484,0.4747313548368573,0.7426427606472606,80.80682044515792,78.84405713102836
216,915660,서울특별시 강남구 논현동,37.5173560485,127.0283377719,1.0,3000.0,250.0,20.0,265091.5,267129.0,233949.25,446.4085771831329,99.39879074352469,13,1,0,1,0,0,0,1,1,13,9.717868338557993,15.0,24.71786833855799,0.8293780453135022,0.4781301538633866,0.5990383946806007,86.92122173707065,78.81600705636747
217,915254,서울특별시 강남구 논현동,37.5173560485,127.0283377719,1.0,3000.0,250.0,20.3,265091.5,267129.0,233949.25,446.4085771831329,99.39879074352469,13,1,0,1,0,0,0,1,1,13,9.717868338557993,15.0,24.71786833855799,0.8293780453135022,0.4781301538633866,0.5990383946806007,86.92122173707065,78.81600705636747
218,919962,서울특별시 강남구 논현동,37.5157860524,127.0219802032,5.0,1500.0,150.0,15.0,568765.0,648546.5,510767.5,163.409675599469,120.90875557691636,13,1,1,2,0,0,0,4,1,22,9.843260188087775,15.0,24.843260188087775,0.7561009006049813,0.5120013865784431,0.7237922538327098,81.55082773346138,78.79934702840424
219,902099,서울특별시 강남구 신사동,37.519695689574,127.025546871481,1.0,5000.0,380.0,22.0,265091.5,267129.0,233949.25,588.2744029982111,90.55580199367131,8,1,0,3,0,0,0,1,3,30,9.613913014660412,15.0,24.61391301466041,0.8194950902247461,0.4752196310263704,0.6180998676704255,86.07604478151637,78.79622737717422
220,920667,서울특별시 강남구 논현동,37.5123078694,127.0235762708,5.0,7500.0,650.0,45.0,388874.5,478718.0,397097.625,210.17890657484952,51.61652316949868,13,1,0,4,0,0,0,2,1,24,9.163009404388715,15.0,24.163009404388717,0.7539550980984484,0.4747313548368573,0.7426427606472606,80.70964176177235,78.77603205265845
221,923999,서울특별시 강남구 논현동,37.5083250517,127.0253982252,-1.0,2000.0,120.0,16.6,589152.0,788268.0,560948.125,460.5149953561707,242.94466676679866,10,1,0,1,1,0,0,4,2,29,9.869383490073144,15.0,24.869383490073144,0.8273006772126897,0.5320113313378451,0.5974052377844273,86.91693428102488,78.76401113025022
222,913681,서울특별시 강남구 논현동,37.5083250517,127.0253982252,-1.0,2000.0,120.0,14.0,589152.0,788268.0,560948.125,460.5149953561707,242.94466676679866,10,1,0,1,1,0,0,4,2,29,9.869383490073144,15.0,24.869383490073144,0.8273006772126897,0.5320113313378451,0.5974052377844273,86.91693428102488,78.76401113025022
223,842380,서울특별시 강남구 역삼동,37.5042842227344,127.028559022646,1.0,15000.0,1500.0,123.7,589152.0,788268.0,560948.125,617.773824287247,137.45931789361828,2,1,0,0,0,0,0,3,2,33,8.69999729745622,4.45848491900588,13.1584822164621,0.911887264309687,0.5580512675285024,0.7223470258068281,81.55002703968863,78.75542970198688
224,918579,서울특별시 강남구 논현동,37.5105746197,127.0221144016,3.0,15339.0,1053.0,95.7,388874.5,478718.0,397097.625,80.2763302237233,63.60126421286567,10,1,0,5,0,0,0,3,4,32,8.258098223615466,7.7030551600607335,15.9611533836762,0.8517879063010174,0.5286497118310131,0.7592269750135542,79.8452463562525,78.66848169978337
225,533587,서울특별시 강남구 논현동,37.5089722044,127.031876993,3.0,3000.0,310.0,32.0,318800.0,380357.25,434233.75,272.8204440317026,147.48969234891413,14,1,1,2,0,0,0,1,3,19,9.655172413793103,15.0,24.655172413793103,0.8186894959985115,0.48267930290991484,0.6139601347502007,86.05688461368146,78.65862327208303
226,594308,서울특별시 서초구 잠원동,37.5107120753,127.0192415554,1.0,3000.0,283.0,15.0,388874.5,478718.0,397097.625,221.2659990815592,11.693163890090544,11,0,0,3,0,0,0,2,3,31,9.615146470298622,15.0,24.615146470298622,0.8438765328467914,0.46709281979245243,0.5688348937770442,87.90588643380798,78.59916731697692
227,926913,서울특별시 강남구 논현동,37.5084632356,127.0347224325,-1.0,500.0,55.0,7.0,319506.5,309264.5,303520.875,119.46881108626786,78.9366405174611,16,1,1,3,0,0,0,1,4,27,9.874905839348704,15.0,24.874905839348706,0.7928130486694623,0.4896785454078807,0.6517957545076525,84.33588448955838,78.58899177792043
228,926915,서울특별시 강남구 논현동,37.5084632356,127.0347224325,-1.0,500.0,55.0,7.0,319506.5,309264.5,303520.875,119.46881108626786,78.9366405174611,16,1,1,3,0,0,0,1,4,27,9.874905839348704,15.0,24.874905839348706,0.7928130486694623,0.4896785454078807,0.6517957545076525,84.33588448955838,78.58899177792043
229,927443,서울특별시 강남구 논현동,37.5100483423,127.0225938106,1.0,10000.0,650.0,34.4,388874.5,478718.0,397097.625,152.36796511645542,79.88534117887801,10,0,0,5,0,0,0,4,3,35,9.268547544409614,13.968234259986934,23.23678180439655,0.851230773300467,0.4727171647535348,0.5855010060770776,87.07908980193159,78.52039304366443
230,739959,서울특별시 서초구 잠원동,37.5117572682442,127.0190699005,1.0,3000.0,320.0,17.0,388874.5,478718.0,397097.625,238.0239834325197,124.13478467575385,14,0,0,2,0,0,0,1,4,38,9.590853390350697,15.0,24.590853390350695,0.853133641119934,0.4407667703881563,0.5492780083770475,88.57587647434573,78.48145378335343
231,416138,서울특별시 강남구 논현동,37.5155565048,127.0327485019,2.0,10000.0,1200.0,56.9,378147.0,391751.0,381067.3125,188.34247952310128,167.17624231507534,15,1,0,2,0,0,0,3,1,25,8.535261100737552,6.723718664669473,15.258979765407025,0.8891792400238713,0.503205421166935,0.7035257761816877,81.94742276719737,78.46896922248878
232,907110,서울특별시 강남구 역삼동,37.5046179439,127.0340420721,1.0,12000.0,1500.0,110.1,319506.5,309264.5,303520.875,314.5972489943186,108.88630442060914,11,1,0,1,0,0,0,1,1,23,8.69999729745622,8.476510369661902,17.176507667118123,0.8881492388806157,0.4942458032779064,0.660146598698155,83.78770058316431,78.45578836915966
233,878804,서울특별시 강남구 신사동,37.519004317,127.0226146096,2.0,15000.0,1300.0,70.0,373769.5,469697.75,332457.375,350.3806262434082,177.99573900735575,2,1,0,2,0,0,0,2,4,37,8.515050056386201,8.625173483603023,17.140223539989222,0.8703598032432398,0.4854367563842362,0.6882365445764798,82.41720878323221,78.33914248555693
234,923153,서울특별시 강남구 논현동,37.5155750812,127.0306762777,5.0,5000.0,448.0,65.0,378147.0,391751.0,381067.3125,167.24175093583898,53.45693150584019,10,1,0,1,0,0,0,1,1,22,9.30629601820645,15.0,24.30629601820645,0.7540311393676361,0.45072010460128686,0.7241136812739513,80.85863147077916,78.32445246776393
235,883091,서울특별시 강남구 역삼동,37.50584335,127.0339069104,3.0,3000.0,300.0,32.5,319506.5,309264.5,303520.875,180.97525520009037,61.94050963074528,15,1,1,2,0,0,0,1,2,25,9.709666063098556,15.0,24.709666063098556,0.7930590928652752,0.4816719835239873,0.6456434344166612,84.18909802799419,78.30167165209576
236,703777,서울특별시 서초구 잠원동,37.5117750418,127.020540301,1.0,5000.0,300.0,10.0,388874.5,478718.0,397097.625,118.06470184061305,132.9943125138212,16,0,0,4,0,0,0,2,5,35,9.616425053453778,15.0,24.616425053453778,0.8396755957370006,0.46128100616712564,0.5651015901212963,87.59209473372881,78.26751401724906
237,924159,서울특별시 강남구 논현동,37.5092950929867,127.022643349164,-1.0,8000.0,300.0,70.0,388874.5,478718.0,397097.625,228.71855558768658,22.659124385255257,13,1,0,2,0,0,0,4,2,29,9.47753396029258,6.235030416241813,15.712564376534393,0.8579905322668786,0.5178694902993911,0.740473265883833,80.06185429655028,78.25749598410019
238,499092,서울특별시 강남구 논현동,37.5159607984,127.0303370945,1.0,2000.0,140.0,7.0,378147.0,391751.0,381067.3125,218.9322329230202,71.86455129701902,12,0,0,1,0,0,0,1,1,23,9.840789250080169,15.0,24.84078925008017,0.8580236221227286,0.435497597883678,0.525193473458876,89.19256090928482,78.19059684026566
239,550241,서울특별시 강남구 논현동,37.5161266341892,127.0204625401,5.0,10000.0,750.0,38.0,568765.0,648546.5,510767.5,36.02041494585789,105.31268156680149,13,1,1,0,0,0,0,3,2,28,9.10135841170324,13.651180620287585,22.752539031990825,0.7598424714574413,0.5098503222130533,0.7434764667488102,79.74072439129893,78.12280107637355
240,915939,서울특별시 강남구 논현동,37.5088273617,127.0343109065,2.0,10000.0,500.0,60.5,319506.5,309264.5,303520.875,153.4044816332336,81.33363141179504,14,1,1,3,0,0,0,1,5,22,9.318805434271578,11.942098914354645,21.260904348626223,0.8463289233800321,0.5098659677285526,0.6260342323534699,84.73557360212862,78.09592849209413
241,919751,서울특별시 강남구 논현동,37.5089239691,127.0366453982,3.0,3000.0,280.0,30.0,319506.5,309264.5,303520.875,266.2262653588256,76.23741748330283,16,1,1,1,0,0,0,2,5,20,9.658834107314647,15.0,24.658834107314647,0.8146883448689426,0.48180809784441025,0.6014295098138494,85.76045997248534,78.07520727515521
242,923174,서울특별시 강남구 논현동,37.5088273617,127.0343109065,2.0,10000.0,500.0,65.0,319506.5,309264.5,303520.875,153.4044816332336,81.33363141179504,14,1,1,3,0,0,0,1,5,22,9.318805434271578,11.65038123813191,20.969186672403488,0.8463289233800321,0.5098659677285526,0.6260342323534699,84.4438559259059,77.89172611873822
243,917192,서울특별시 강남구 논현동,37.5088273617,127.0343109065,2.0,10000.0,500.0,65.4,319506.5,309264.5,303520.875,153.4044816332336,81.33363141179504,14,1,1,3,0,0,0,1,5,22,9.318805434271578,11.622334017074852,20.94113945134643,0.8463289233800321,0.5098659677285526,0.6260342323534699,84.41580870484884,77.87209306399828
244,919097,서울특별시 강남구 논현동,37.5135543947,127.0257981446,3.0,6000.0,350.0,36.1,378147.0,391751.0,381067.3125,451.1508674070627,280.2468391205784,6,1,0,2,0,0,0,0,0,18,9.498432601880877,15.0,24.49843260188088,0.7970927798073623,0.43496387509648277,0.6291456248496975,84.28039108743305,77.87064250669405
