idx,node_id,node_type_code,lon,lat,sigungu_code,sigungu_name,emd_code,emd_name
280,185900,0,127.0020431,37.57131309,1111000000,종로구,1111016300,종로5가
281,160470,2,127.0121444,37.57201747,1111000000,종로구,1111017400,창신동
282,152515,0,127.0092465,37.57427765,1111000000,종로구,1111017400,창신동
283,155805,0,127.0152495,37.57796041,1111000000,종로구,1111017400,창신동
284,155807,0,127.0154881,37.57796038,1111000000,종로구,1111017500,숭인동
285,167321,0,126.96169,37.57106013,1111000000,종로구,1111018000,교북동
286,122645,0,127.0161147,37.56997562,1111000000,종로구,1111017400,창신동
287,167331,0,126.9628477,37.56975127,1111000000,종로구,1111018000,교북동
288,167337,0,126.9774549,37.57040407,1111000000,종로구,1111011900,세종로
289,167338,0,126.9773983,37.57034981,1111000000,종로구,1111011900,세종로
290,125841,0,126.9569675,37.60818838,1111000000,종로구,1111018200,구기동
291,125853,0,126.9578952,37.59978958,1111000000,종로구,1111018500,홍지동
292,125854,0,126.9580046,37.59980374,1111000000,종로구,1111018500,홍지동
293,125855,0,126.9575228,37.59939409,1111000000,종로구,1111018500,홍지동
294,167339,0,126.9773577,37.570256,1111000000,종로구,1111011900,세종로
295,167340,2,126.9780932,37.57026261,1111000000,종로구,1111012600,종로1가
296,167341,0,126.9770025,37.57038045,1111000000,종로구,1111011900,세종로
297,167348,0,127.0154241,37.58069777,1111000000,종로구,1111017500,숭인동
298,167366,0,127.0039466,37.58752938,1111000000,종로구,1111016900,혜화동
299,167194,0,126.9857129,37.56857026,1111000000,종로구,1111013500,관철동
300,167190,0,126.9830563,37.56904669,1111000000,종로구,1111013500,관철동
301,167188,0,126.9727776,37.56934037,1111000000,종로구,1111012100,신문로2가
302,167187,0,126.9744458,37.56954337,1111000000,종로구,1111012000,신문로1가
303,167186,0,126.9745235,37.56998679,1111000000,종로구,1111012000,신문로1가
304,93717,0,126.9993017,37.58985856,1111000000,종로구,1111016900,혜화동
305,93718,0,126.9991686,37.58962558,1111000000,종로구,1111016900,혜화동
306,167412,0,126.9652193,37.60497671,1111000000,종로구,1111018300,평창동
307,167005,0,126.9763507,37.57418372,1111000000,종로구,1111011900,세종로
308,167001,0,126.9763593,37.57547066,1111000000,종로구,1111011900,세종로
309,166997,0,126.9763404,37.57432334,1111000000,종로구,1111011900,세종로
310,167423,0,126.9638027,37.59514748,1111000000,종로구,1111018400,부암동
311,110054,0,127.0080991,37.57305108,1111000000,종로구,1111016400,종로6가
312,110055,0,127.0080761,37.57281765,1111000000,종로구,1111016400,종로6가
313,14196,0,127.0193514,37.57400385,1111000000,종로구,1111017500,숭인동
314,165592,0,126.9793234,37.57034238,1111000000,종로구,1111012600,종로1가
315,165588,0,126.9901273,37.56839015,1111000000,종로구,1111015500,관수동
316,165587,0,126.9878681,37.56833216,1111000000,종로구,1111013500,관철동
317,165578,0,126.9886485,37.57269793,1111000000,종로구,1111013700,낙원동
318,165577,0,126.9888079,37.57244901,1111000000,종로구,1111013700,낙원동
319,132469,0,126.9746447,37.57402568,1111000000,종로구,1111011600,도렴동
