idx,dtlstatenm,nm,type,addr,lat,lng
354,영업중,푸르메재단 넥슨어린이재활병원,병원,"서울특별시 마포구 월드컵북로 494, 지하1층~7층 (상암동, 푸르메재단넥슨어린이재활병원)",37.5846474329581,126.880520296415
355,영업중,연세한강병원,병원,"서울특별시 마포구 마포대로 25, 대농빌딩 2,3,5층 (마포동)",37.539374073789,126.94483383803
356,영업중,서울연세병원,병원,"서울특별시 마포구 토정로 271, 대현빌딩 지하1층,지상2~6층 (용강동)",37.5424624834344,126.940310619041
359,영업중,스마일윤치과병원,병원,"서울특별시 마포구 양화로 178, 3층 (동교동)",37.5575046128363,126.925213220295
368,영업중,서울제일요양병원,병원,서울특별시 양천구 가로공원로 81(신월동),37.5356081887143,126.824841234295
369,영업중,솔빛한방병원,병원,서울특별시 양천구 신월로 151 (신월동),37.5176840571314,126.840568280184
374,영업중,라온휴한방병원,병원,"서울특별시 양천구 신월로 164, 승일뷰티타워2 8~9층 (신월동)",37.517760427962,126.842018042503
375,영업중,바른지성한방병원,병원,"서울특별시 양천구 목동로 189, 2,3,4층 (신정동)",,
376,영업중,서울스마트요양병원,병원,"서울특별시 양천구 중앙로 181, 복합메디컬타운 3~8층 (신정동)",37.5128194279739,126.855685447508
377,영업중,강동연세병원,병원,서울특별시 강동구 올림픽로 734 (천호동),37.5467610506714,127.126626265578
378,영업중,삼성새로이치과병원,병원,"서울특별시 양천구 신정중앙로 103, 3층 (신정동)",37.5265013713269,126.863371926417
379,영업중,목동제일여성병원,병원,서울특별시 양천구 중앙로 300 (신정동),37.5230563143626,126.851872560398
380,영업중,힘찬병원,병원,"서울특별시 양천구 신목로 120 (목동, 힘찬병원)",37.5249809740677,126.876846570165
381,영업중,의료법인해인의료재단 동신한방병원,병원,"서울특별시 양천구 오목로 351, B2~6,8~9층 (목동)",37.5246031276762,126.876792551092
382,영업중,포미즈여성병원,병원,"서울특별시 양천구 공항대로 610 (목동, 정종일산부인과)",37.546789059764,126.87235841377
383,영업중,목동예치과병원,병원,서울특별시 양천구 오목로 199 (신정동),37.5256616057868,126.859656176414
384,영업중,목동자생한방병원,병원,서울특별시 양천구 신월로 393 (신정동),37.5227339716903,126.864902574939
385,영업중,목동중앙치과병원,병원,"서울특별시 양천구 목동서로 285, 황금프라자 10층 (신정동)",37.5218566614959,126.869139916545
394,영업중,홍익병원,병원,"서울특별시 양천구 목동로 225, 홍익병원본관 (신정동)",37.5284817220954,126.863640511323
395,영업중,이화여자대학교의과대학부속목동병원,병원,서울특별시 양천구 안양천로 1071 (목동),37.5369818505985,126.886743916495
396,영업중,서울특별시서남병원,병원,서울특별시 양천구 신정이펜1로 20 (신정동),37.5120203521684,126.833131511699
402,영업중,강서바른세상병원,병원,"서울특별시 강서구 금낭화로 9, 바른세상병원 1,2,3,4,5,층 6,7호 (방화동)",37.5661373795288,126.811603359943
403,영업중,에스앤유서울병원,병원,"서울특별시 강서구 공항대로 237, 에이스타워 마곡 3,4,5,6층 (마곡동)",37.5594526887597,126.833912548403
404,영업중,서울원병원,병원,"서울특별시 강서구 강서로 179, 6~10층 (화곡동)",,
405,영업중,원탑병원,병원,"서울특별시 강서구 등촌로 15, 3~6층 (화곡동)",,
406,영업중,힘찬하나로한방병원,병원,"서울특별시 강서구 강서로 173, 터보빌딩 7,8,9층 (화곡동)",37.5419221264693,126.83962220933
407,영업중,더서밋요양병원,병원,"서울특별시 강서구 양천로 715, 지하3층~8층 (염창동)",37.5497887355798,126.87554952333
408,영업중,서울필병원,병원,서울특별시 강서구 강서로 357 (내발산동),37.5576668863222,126.837387751506
409,영업중,강서수한방병원,병원,"서울특별시 강서구 곰달래로 54, 백제빌딩 1~7층 (화곡동)",37.5299550335758,126.838817200469
410,영업중,보금한방병원,병원,"서울특별시 강서구 마곡중앙4로 22, 파인스퀘어 3,4층 (마곡동)",37.5582829549403,126.829009917866
411,영업중,새미래요양병원,병원,서울특별시 강서구 국회대로 233 (화곡동),37.5297526927934,126.860875454603
412,영업중,365강서수요양병원,병원,"서울특별시 강서구 양천로 35, 1~6층 (방화동)",,
413,영업중,무척바른한방병원,병원,"서울특별시 강서구 공항대로 228, 4,5층 (마곡동)",,
414,영업중,면력한방병원,병원,"서울특별시 강서구 마곡중앙6로 93, 열린프라자 6,7,10층 602,603,604,605호 (마곡동)",37.5601356822454,126.837697932979
415,영업중,서울큰나무병원,병원,"서울특별시 강서구 강서로 206, 1층일부,2~6층 (화곡동)",37.5445253885171,126.838042848917
416,영업중,새빛요양병원,병원,"서울특별시 강서구 화곡로61길 109, 2,3층 (등촌동)",,
417,영업중,부민병원,병원,"서울특별시 강서구 공항대로 389, 부민병원 (등촌동)",37.5568628399174,126.850904790759
418,영업중,더와이즈치과병원,병원,"서울특별시 강서구 화곡로 186, 세웅빌딩 1~5,6층일부층 (화곡동)",37.5421792594411,126.842154253168
419,영업중,한걸음요양병원,병원,"서울특별시 중랑구 망우로 316, 이지팰리스 5~7층 503-2,504,505,601~605,701~705호 (상봉동)",37.5965223858128,127.087565034141
420,영업중,솔병원,병원,"서울특별시 강서구 방화대로 352, 1~4층 (방화동)",,
421,영업중,서울스타병원,병원,"서울특별시 강서구 강서로 307, 서울스타병원빌딩 3,4,5,6,7,층 8,9호 (내발산동)",37.5532303968282,126.836227554297
422,영업중,강서케이병원,병원,"서울특별시 강서구 가로공원로 187, 강서케이병원 (화곡동)",37.5373576230977,126.836699017573
423,영업중,강서힘찬병원,병원,"서울특별시 강서구 강서로56길 38, 강서힘찬병원 (등촌동)",37.5591929622171,126.840668886961
424,영업중,우리들병원,병원,서울특별시 강서구 하늘길 70 (과해동),37.5619975959387,126.796364852789
425,영업중,방화병원,병원,"서울특별시 강서구 양천로 92, 지하1, 지상1~6층 층호 (방화동, 방화정형외과)",,
426,영업중,서울고든병원,병원,"서울특별시 강서구 양천로 600, 파인블루빌딩 지하1층,2,7,8층 ,9,10호 (등촌동)",37.5554767520191,126.864673727749
427,영업중,서울바로나치과병원,병원,"서울특별시 강서구 화곡로 176-4, 5층 (화곡동)",37.54165776434,126.841148635684
428,영업중,실로암안과병원,병원,"서울특별시 강서구 등촌로 181 (등촌동, 실로암안과병원)",37.5460169755054,126.86223980574
429,영업중,유광사여성병원,병원,서울특별시 강서구 강서로 194 (화곡동),37.5435916590617,126.838880973474
430,영업중,핑크힐병원,병원,서울특별시 강서구 양천로 712 (염창동),37.5493118670926,126.874810563039
431,영업중,강서필병원,병원,서울특별시 강서구 강서로17길 24 (화곡동),37.5330456397929,126.844183878364
432,영업중,강서365한방병원,병원,"서울특별시 강서구 공항대로45길 15, 상가동 7~11층 (등촌동, 가양역 두산위브)",37.5562925590397,126.854556711293
433,영업중,미즈메디병원,병원,서울특별시 강서구 강서로 295 (내발산동),37.5521827438563,126.835857296727
434,영업중,참요양병원,병원,서울특별시 강서구 강서로 182 (화곡동),37.5428753363456,126.839654113753
435,영업중,미올한방병원,병원,"서울특별시 관악구 남부순환로 1814, 대연빌딩 1,2,6층 (봉천동)",37.4810358154572,126.951566124274
436,영업중,강서송도병원,병원,"서울특별시 강서구 공항대로 315 (등촌동, 서울시니어강서타워)",37.5584986162827,126.842791205411
437,영업중,웰튼병원,병원,"서울특별시 강서구 마곡중앙5로 22, 지하1,2층 4,11,12층호 (마곡동)",,
438,영업중,로고스치과병원,병원,"서울특별시 강서구 공항대로 281, 3층 (등촌동)",37.5588597204818,126.838903221185
439,영업중,척편한병원,병원,"서울특별시 관악구 신림로 318, 4,5층 (신림동, 청암두산위브)",,
440,영업중,비에스코아이비인후과병원,병원,"서울특별시 강서구 강서로 323, 4~8층 (내발산동)",,
445,영업중,치유본한방병원,병원,"서울특별시 강서구 화곡로 188, FAKER TOWER 1,3~8층 (화곡동)",37.542249643073,126.842368303971
446,영업중,이화여자대학교의과대학부속서울병원,병원,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 (마곡동)",37.5572628621214,126.836266829117
449,영업중,연세사랑병원,병원,"서울특별시 서초구 남부순환로 2205, 지하4층~지상6층 (방배동)",37.4740486964094,126.993730897115
456,영업중,오케이요양병원,병원,"서울특별시 구로구 중앙로 64, 고척프라자 가동 4,5층/나동3,4층 (고척동)",37.5037992525197,126.862833580926
457,영업중,포그니병원,병원,"서울특별시 구로구 경인로 393-7, 일이삼전자타운 2동 6,7층 (고척동)",37.4974421887122,126.86304887653
458,영업중,아나파한방병원,병원,"서울특별시 구로구 중앙로1길 18-18, 2층 (고척동, 신원프라자)",37.4992309400309,126.86358074399
459,영업중,참튼튼병원,병원,"서울특별시 구로구 시흥대로 547, 금강빌딩 지하1,2~10층(구로동), 디지털로32가길 25, 티타운빌딩 B102,103,205,206,302 (구로동)",37.4821357843577,126.900393590898
460,영업중,예스병원,병원,"서울특별시 구로구 구로동로 147, MEDI FLOWER 147 (구로동)",37.4916865049695,126.883400470712
461,영업중,삼성미래여성병원,병원,"서울특별시 구로구 서해안로 2296, 삼성미래여성병원 (오류동)",37.4912413885939,126.84044403086
462,영업중,남서울요양병원,병원,"서울특별시 구로구 남부순환로 1291,  A동1,2,3,4,5,6,7층 B동 5,6,7층 (가리봉동)",37.478889496799,126.894328055278
463,영업중,더세인트요양병원,병원,"서울특별시 구로구 경인로 218, 더세인트빌딩 B1.B중,3~15층 (오류동)",37.4962524857221,126.84516219796
464,영업중,서울브이아이피(VIP)요양병원,병원,"서울특별시 구로구 경인로 297, 오류빌딩 (개봉동)",37.4979712883151,126.853533832351
465,영업중,의료법인 서울효천의료재단 에이치플러스자립병원,병원,"서울특별시 구로구 공원로6가길 4, 고려 수 타워 (구로동)",37.5018900991034,126.891600090782
466,영업중,재단법인 제중의료복지재단 제중요양병원,병원,"서울특별시 구로구 새말로 60, 제중요양병원 지하1,2/1~10층 (구로동)",37.5032247869143,126.886639083503
467,영업중,일로한방병원,병원,"서울특별시 구로구 경인로 176, 501,502,601호 (오류동, 시티월드)",,
468,영업중,연세사랑모아여성병원,병원,서울특별시 구로구 중앙로 100 (고척동),37.5063537038109,126.860612503872
469,영업중,의료법인 우리아이들 의료재단 우리아이들병원,병원,"서울특별시 구로구 새말로 15, 2~10층,11층 일부호 (구로동, 삼전 솔하임)",,
470,영업중,고려대학교의과대학부속구로병원,병원,"서울특별시 구로구 구로동로 148, 고려대부속구로병원 (구로동)",37.4911503253664,126.884511034177
471,영업중,목동현대웰병원,병원,"서울특별시 구로구 중앙로 91, 본소클리닉스 (고척동)",37.5055547409723,126.860424211039
472,영업중,구로성심병원,병원,"서울특별시 구로구 경인로 427, 구로성심병원 (고척동)",37.4996468654605,126.866358244952
473,영업중,아름제일병원,병원,"서울특별시 구로구 새말로 94, 2~6층, 9층 / 새말로 110 지하1층동 3~6층 (구로동)",,
474,영업중,마루치과병원,병원,서울특별시 구로구 새말로 110 (구로동),37.5063356980857,126.892135860271
477,영업중,파라솔요양병원,병원,"서울특별시 금천구 시흥대로73길 67, 엠타워 7,8,9,14,지하2층 (시흥동)",,
478,영업중,구로한방병원,병원,서울특별시 금천구 남부순환로 1398 (독산동),37.4799411238453,126.906136300796
479,영업중,성지병원,병원,서울특별시 금천구 가산로 122 (가산동),37.4765953048742,126.892880007688
480,영업중,새움병원,병원,"서울특별시 금천구 시흥대로139길 8, 새움병원 (독산동)",37.4730528935658,126.897655390325
481,영업중,성신고려요양병원,병원,서울특별시 금천구 범안로 1191 (독산동),37.4667501487741,126.894079953506
482,영업중,서울바른세상병원,병원,"서울특별시 금천구 시흥대로 421 (독산동, 건국빌딩)",37.471161927624,126.897740718324
483,영업중,녹십자요양병원,병원,"서울특별시 금천구 시흥대로 202, 3,4층 (시흥동, 대의빌딩)",,
484,영업중,서울대효병원,병원,"서울특별시 금천구 시흥대로 230, 서평빌딩 5,6,7층 (시흥동)",37.4544284428997,126.901248278856
497,영업중,금천수병원,병원,"서울특별시 금천구 남부순환로 1400, 2~9층 (독산동)",,
501,영업중,조인트힐병원,병원,서울특별시 관악구 난곡로 215 (신림동),37.4737283481113,126.917547423344
502,영업중,희명병원,병원,서울특별시 금천구 시흥대로 244 (시흥동),37.4556715356456,126.900562517447
503,영업중,실버한방병원,병원,서울특별시 금천구 독산로 362 (독산동),37.4790699962508,126.904187930772
527,영업중,연세건우병원,병원,"서울특별시 관악구 남부순환로 1909, 의현빌딩 지하1, 2층~7층층 (봉천동)",37.4781316820455,126.96161997847
538,영업중,강남수요양병원,병원,"서울특별시 관악구 신림로64길 11, 지1층,2~11층 (신림동, 성재빌딩)",37.4851759463482,126.930446219324
540,영업중,명지성모병원,병원,"서울특별시 영등포구 도림로 156, 명지성모병원 (대림동)",37.4938500790525,126.899253678513
541,영업중,씨엠병원,병원,"서울특별시 영등포구 영등포로36길 13 (영등포동4가, 충무병원)",37.5188159086795,126.903875945195
544,영업중,한림대학교 한강성심병원,병원,"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",37.5231765760718,126.909691853641
545,영업중,마리아성모요양병원,병원,"서울특별시 영등포구 영중로 122 (영등포동8가, 일이빌딩)",37.5271336588048,126.905961808226
546,영업중,대림성모병원,병원,"서울특별시 영등포구 시흥대로 657 (대림동, 대림성모병원)",37.4906897932713,126.90716733115
547,영업중,가톨릭대학교 여의도성모병원,병원,"서울특별시 영등포구 63로 10, 여의도성모병원 (여의도동)",37.5182708055078,126.936729826762
548,영업중,한림대학교 강남성심병원,병원,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",37.4932489151953,126.90877588456
549,영업중,건양의료재단 김안과병원,병원,서울특별시 영등포구 영신로 136 (영등포동4가),37.519736114287,126.90148410024
550,영업중,의료법인 인봉의료재단 영등포병원,병원,서울특별시 영등포구 당산로31길 10 (당산동3가),37.526858089517,126.89561402986
551,영업중,신세계서울병원,병원,"서울특별시 영등포구 경인로 841, 서울영등포동4가우체국 2,6,7,9~11층 (영등포동4가)",37.5165301858178,126.90604309721
552,영업중,서울은빛요양병원,병원,서울특별시 영등포구 양평로22사길 9 (양평동5가),37.5408185591679,126.895011615243
554,영업중,성애의료재단 성애병원,병원,"서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)",37.5120505408562,126.922369145801
555,영업중,신화요양병원,병원,서울특별시 영등포구 영중로 100 (영등포동7가),37.5251266582293,126.905824841303
556,영업중,영등포봄한방병원,병원,"서울특별시 영등포구 도림로 144, 88월드타워 6, 7층 (대림동)",37.493350148563,126.898142325755
557,영업중,대림요양병원,병원,"서울특별시 영등포구 가마산로 381 (대림동, 한세빌딩)",37.502617398437,126.899771629438
558,영업중,대명요양병원,병원,"서울특별시 영등포구 양평로 99, 지하2, 6~9층 (양평동4가, 대명빌딩)",,
559,영업중,새롬한방병원,병원,"서울특별시 영등포구 도신로 41 (대림동, 코스모메디칼)",37.5051910698892,126.897404679281
560,영업중,새길병원,병원,서울특별시 영등포구 영중로 59 (영등포동6가),37.5216804041338,126.904688334686
561,영업중,의료법인서울효천의료재단 에이치플러스양지병원,병원,"서울특별시 관악구 남부순환로 1636, 양지병원 (신림동)",37.4843693309109,126.932565485407
562,영업중,대윤한방병원,병원,"서울특별시 영등포구 영등포로 358, 대윤메디컬센터 지하1층, 2-5층 (신길동)",37.5143975647918,126.917968268233
563,영업중,서울바른병원,병원,"서울특별시 영등포구 여의대방로 145, 2~7층 (신길동, 세인트빌딩)",,
564,영업중,서울센트럴요양병원,병원,서울특별시 영등포구 경인로 767 (문래동3가),37.5139447760998,126.898656030095
565,영업중,덕수의료재단 서울브레인병원,병원,서울특별시 영등포구 영신로34길 5 (영등포동4가),37.5200612927296,126.901816584428
567,영업중,로하스참사랑요양병원,병원,서울특별시 영등포구 경인로77길 6 (문래동2가),37.5127080700785,126.893347925409
568,영업중,한강수병원,병원,"서울특별시 영등포구 영등포로 83, 한강수병원 (양평동1가)",37.5223803793707,126.890927120461
570,영업중,서울삼성요양병원,병원,"서울특별시 영등포구 선유로 51, 파인그라드빌딩 b1~8층 (문래동6가)",37.5185865301027,126.888708071931
574,영업중,경희우리한방병원,병원,"서울특별시 영등포구 영중로 28, 영등포 점프밀라노 8층 (영등포동3가)",37.5188593197234,126.905868124369
575,영업중,연세베스트요양병원,병원,"서울특별시 영등포구 여의대방로 203 (신길동, 일이빌딩)",37.5053684404988,126.921989045162
578,영업중,따뜻한치과병원,병원,"서울특별시 동작구 동작대로 13, 3층 (사당동)",37.4777838623709,126.981247944297
580,영업중,내이처럼치과병원,병원,"서울특별시 동작구 동작대로27다길 26, 2층 (사당동, 사당동 주상복합)",37.4863158953627,126.980262677064
584,영업중,기분좋은한방병원,병원,"서울특별시 동작구 여의대방로22길 98, 1,2,3,5층 (신대방동)",,
585,영업중,강남푸른숲한방병원,병원,"서울특별시 송파구 삼전로 42, 지하1~6층 (삼전동)",37.5026417727575,127.086978587103
586,영업중,보라매자생한방병원,병원,"서울특별시 동작구 여의대방로 134, 보라매빌딩 (대방동)",37.4988633818978,126.920668387333
587,영업중,낭만병원,병원,서울특별시 동작구 동작대로 67 (사당동),37.4825469938281,126.981480681968
588,영업중,정동병원,병원,서울특별시 동작구 양녕로 283 (상도1동),37.5049498152225,126.949438704753
591,영업중,사랑의병원,병원,"서울특별시 관악구 남부순환로 1860, -1,1,3,4,5층 (봉천동,  )",,
592,영업중,강남힐병원,병원,"서울특별시 관악구 남부순환로 1449, 강남힐병원 (신림동)",37.4816513439454,126.911648078471
593,영업중,강남효요양병원,병원,서울특별시 관악구 남부순환로 1704 (봉천동),37.4830441351628,126.939397101326
594,영업중,심정병원,병원,"서울특별시 관악구 남부순환로 1485, 삼남빌딩 2~6층 (신림동)",37.4823520999904,126.915650135223
595,영업중,관악서울대학교치과병원,병원,"서울특별시 관악구 관악로 1, 지1~3층 (신림동)",37.4662872666604,126.94815644252
596,영업중,장튼위튼병원,병원,서울특별시 관악구 남부순환로 1867 (봉천동),37.4798286942741,126.957305110343
597,영업중,바른사랑병원,병원,"서울특별시 관악구 신원로 35, 삼모 더 프라임 타워 3,7층 (신림동)",37.4823122359729,126.929023376476
602,영업중,서울퍼스트병원,병원,"서울특별시 관악구 은천로 51 (봉천동, 2,3,4,5,6층)",37.4862967199076,126.941249709289
609,영업중,재단법인 동국한방병원,병원,서울특별시 서초구 방배로 186 (방배동),37.4902626318204,126.992381689025
610,영업중,서울귀한이치과병원,병원,"서울특별시 서초구 잠원로 24, 403,404호 (반포동, 반포자이프라자)",,
611,영업중,이건목원리한방병원,병원,"서울특별시 서초구 동작대로 196, 1~3층 (방배동)",,
612,영업중,올바로병원,병원,"서울특별시 서초구 명달로 102, 서원빌딩 1-6층 (서초동)",37.4862288033541,127.004386280268
613,영업중,365엠씨(mc)병원,병원,"서울특별시 서초구 서초중앙로 126, 서울365mc병원 지하1층, 2~13층 (서초동)",37.4929905549467,127.014115205707
614,영업중,의료법인 청해의료재단 제일병원,병원,서울특별시 서초구 서초대로 116 (방배동),37.4878291517951,126.995052679586
615,영업중,강동경희대학교의대병원,병원,서울특별시 강동구 동남로 892 (상일동),37.5520459324005,127.157084787845
616,영업중,의료법인일맥의료재단 강동인애가한방병원,병원,"서울특별시 강동구 성내로6길 15, 인애가한방병원 (성내동)",37.5288611244035,127.122992484929
617,영업중,길인의료재단 기린한방병원,병원,"서울특별시 서초구 신반포로49길 3, 기린한방병원 (잠원동)",37.5110625178086,127.020072750484
618,영업중,가야치과병원,병원,"서울특별시 서초구 방배로 177, 4~6층 (방배동)",,
619,영업중,그레이스셀강남병원,병원,"서울특별시 강남구 논현로2길 30, 지하1층~지상6층 (개포동)",37.4730087736091,127.052731790101
620,영업중,광덕안정한방병원,병원,"서울특별시 서초구 강남대로 309, 코리아비지니스센타 2층 (서초동)",37.490622847029,127.030540330567
621,영업중,유디치과병원,병원,"서울특별시 서초구 강남대로 309, 코리아비지니스센타 3층 (서초동)",37.490622847029,127.030540330567
630,영업중,서울21세기병원,병원,서울특별시 서초구 서초중앙로 39 (서초동),37.4852789881319,127.015712528164
674,영업중,우모한방병원,병원,"서울특별시 강남구 언주로 327, 아폴로빌딩 지하1층~지상7층 (역삼동)",37.4970871925109,127.044978178433
675,영업중,노블케어요양병원,병원,"서울특별시 강남구 언주로 858, 1관, 2관동 (신사동)",,
676,영업중,서울본브릿지병원,병원,"서울특별시 강남구 도곡로 214, 롤스웰빌딩,지하2층, 지하1층, 지상1층 일부, 지상2~7층  (도곡동)",37.4924616496392,127.042417574623
677,영업중,라이브치과병원,병원,"서울특별시 강남구 논현로105길 48, 1,2층 (역삼동)",,
678,영업중,새로운병원,병원,"서울특별시 강남구 학동로 121, 새로운병원빌딩 지하1층일부~7층 (논현동)",37.5122605080308,127.024309875094
679,영업중,튼튼병원,병원,"서울특별시 강남구 영동대로 713, B1~6층, 7층일부,8층 (청담동)",37.5213073708446,127.055749348567
680,영업중,하나이비인후과병원,병원,"서울특별시 강남구 역삼로 245, 지하2층일부 1층일부 2~7층 (역삼동)",37.4979195675135,127.042973993719
681,영업중,메디움강남요양병원,병원,서울특별시 강남구 강남대로 276(도곡동),37.4880439855036,127.032879862602
682,영업중,재단법인대한스포츠의학재단강남나무병원,병원,"서울특별시 강남구 영동대로 225, 경희한방병원 1층일부,2,3,8층 (대치동)",,
683,영업중,소우주한방병원,병원,서울특별시 강남구 논현로16길 15 (개포동),37.4766389151949,127.047484320464
684,영업중,네이처요양병원,병원,"서울특별시 강남구 헌릉로569길 21-40, 지하3~4층, 지하2층일부, 지하1층일부, 지상1층일부, 지상2~8층 (세곡동)",37.4663990069661,127.099727730082
685,영업중,아림치과병원,병원,"서울특별시 강남구 테헤란로87길 13, 서영빌딩 14층 (삼성동)",37.5086333777282,127.058591804414
686,영업중,에스플란트치과병원,병원,"서울특별시 강남구 도산대로 410, 3~8층 (청담동)",,
687,영업중,메드렉스병원,병원,"서울특별시 강남구 논현로 705, 메드렉스병원 (논현동)",37.5148984268352,127.029976515577
688,영업중,윤호병원,병원,"서울특별시 강남구 압구정로 304, 윤호병원 (지하1층,지하2층,1층~4층,7층)  (신사동)",37.5288443792735,127.034414086692
689,영업중,광혜병원,병원,"서울특별시 강남구 영동대로86길 9 (대치동, 지하1~2층,2~7층)",37.508136490079,127.064771981255
690,영업중,아이디병원,병원,"서울특별시 강남구 도산대로 142, 아이디병원 B1층,1,2,3층 (논현동)",37.5176799808097,127.024188449416
691,영업중,강남을지대학교병원,병원,"서울특별시 강남구 도산대로 202, 강남을지병원 B2~9층 (논현동)",37.5194081037449,127.028627227383
692,영업중,서울치과병원,병원,"서울특별시 강남구 언주로165길 5, 3~4층 (신사동)",,
693,영업중,재단법인위담 서울위담한방병원,병원,"서울특별시 강남구 역삼로 430 (대치동, 2층,3층,5층,6층)",37.5014024300089,127.054100822821
694,영업중,포레스트요양병원,병원,"서울특별시 강남구 도산대로 209, 포레스트요양병원 (신사동)",37.5205051577507,127.029390644673
695,영업중,비에비스나무병원,병원,"서울특별시 강남구 논현로 627, 유현빌딩 지하2,1~9,12층 (논현동)",37.5095608802296,127.032357709285
696,영업중,건강한세상앞선치과병원,병원,"서울특별시 강남구 테헤란로87길 36, 도심공항타워 3층 (삼성동)",37.5102336492314,127.058597240146
697,영업중,강남유나이티드병원,병원,"서울특별시 강남구 남부순환로 2609, 하늘빌딩, 7~12층 (도곡동) (도곡동)",37.4849629812617,127.035096207425
698,영업중,수플란트치과병원,병원,"서울특별시 강남구 선릉로 823, 3층 (신사동)",37.5256355438421,127.039342517747
699,영업중,두발로병원,병원,"서울특별시 강남구 압구정로30길 45, 2~4층 (신사동)",,
700,영업중,강남제이에스병원,병원,"서울특별시 강남구 도곡로 122, 제이에스빌딩 (도곡동)",37.4899230700564,127.033722299153
701,영업중,이솝한방병원,병원,"서울특별시 강남구 영동대로96길 34, 대윤빌딩 1층 (삼성동)",37.5111637511888,127.065306310523
702,영업중,미병원,병원,"서울특별시 강남구 논현로168길 35, 목산빌딩, 지하2층, 3~5층 (신사동)",37.5234638548834,127.031207688172
703,영업중,차의과학대학교 강남차병원,병원,"서울특별시 강남구 논현로 566, 강남차병원(역삼동650-9, 606-4, 605외2필지(지하7층~지하1층, 지상2층~7층)) (역삼동)",37.5070324421316,127.034714418284
704,영업중,수치과병원,병원,"서울특별시 강남구 선릉로 823, 3층 (신사동)",37.5256355438421,127.039342517747
705,영업중,자생한방병원,병원,"서울특별시 강남구 강남대로 536, 자생한방병원 (논현동)",37.5100102769414,127.022346212895
706,영업중,청담힐요양병원,병원,"서울특별시 강남구 영동대로 713, 9~14층 (청담동)",,
707,영업중,청담병원,병원,"서울특별시 강남구 삼성로147길 46 (청담동, 청담병원 지하1층, 1층일부, 2층~6층)",37.5207193079382,127.045620972984
708,영업중,담소유병원,병원,"서울특별시 강남구 학동로 234, 담소유빌딩 (논현동)",37.5148604879121,127.03461432013
709,영업중,연치과병원,병원,"서울특별시 강남구 남부순환로 2941, 대치탑프라자 2층 (대치동)",37.4942633335042,127.061934331534
710,영업중,제일정형외과병원,병원,"서울특별시 강남구 영동대로 726, 경일빌딩 1~14층, 지하1~2층, 지하4~5층 (청담동)",37.522820779835,127.05614063947
711,영업중,나누리병원,병원,"서울특별시 강남구 언주로 731, 나누리병원 (논현동)",37.5203066071262,127.033979290041
712,영업중,위담한방병원,병원,"서울특별시 강남구 삼성로 402, 지하2층일부, 2~7층 (대치동)",37.5033679636045,127.058834462033
714,영업중,김정수여러분병원,병원,"서울특별시 강남구 봉은사로 171 (논현동, 지하1층일부,1-5층,6층일부)",37.5072207305514,127.032576001066
715,영업중,석플란트치과병원,병원,"서울특별시 강남구 도산대로 238, 1~14층 (논현동)",,
716,영업중,리봄한방병원,병원,"서울특별시 강남구 학동로50길 7, 2~4,5(일부)층 (논현동)",,
717,영업중,강남베드로병원,병원,"서울특별시 강남구 남부순환로 2649, 베드로병원 (도곡동)",37.4856105587478,127.039585419907
719,영업중,지앤지병원,병원,"서울특별시 강남구 영동대로 626, 2~10층 (삼성동, GNG병원빌딩)",,
720,영업중,무이재한방병원,병원,"서울특별시 강남구 학동로 117, B1~9F층 (논현동)",37.5120753958504,127.023648360433
721,영업중,서울페이스21치과병원,병원,"서울특별시 강남구 강남대로 390, 미진프라자 21층 (역삼동)",37.4978399531903,127.028578846319
722,영업중,미니쉬치과병원,병원,"서울특별시 강남구 언주로 728, 2~5,7~10층 (논현동)",,
723,영업중,모두가행복한연세병원,병원,"서울특별시 강남구 선릉로 751, 카로시티Ⅲ 지하1층, 지상1층~7층 (논현동)",37.5217063100166,127.039228689602
725,영업중,선한목자병원,병원,"서울특별시 강남구 논현로 507 (역삼동, 성지하이츠3차빌딩 2층,3층일부)",37.5015784938059,127.036157208818
726,영업중,강남지인병원,병원,"서울특별시 강남구 언주로 631, 강남지인병원 지하2층. 2~6층 (논현동)",37.5128025510754,127.03506818071
727,영업중,치휴한방병원,병원,"서울특별시 강남구 도곡로 216, 치휴한방병원 (도곡동)",37.4926493098547,127.042721975071
728,영업중,누네안과병원,병원,"서울특별시 강남구 테헤란로 408, 대치빌딩 지상9층~지상17층 (대치동)",37.5044682122431,127.050387028274
753,영업중,더바름치과병원,병원,"서울특별시 송파구 석촌호수로 61, 트리지움상가 201호 (잠실동)",37.5106960472158,127.086224807954
754,영업중,서울힐링요양병원,병원,"서울특별시 송파구 중대로 191, 서울힐링요양병원 (가락동)",37.4990789571513,127.125683181707
755,영업중,서울오브치과병원,병원,"서울특별시 송파구 백제고분로 196, 4층~5층 (삼전동)",37.5039849019726,127.088313655428
756,영업중,포레메디한방병원,병원,"서울특별시 송파구 오금로 129, 지하1층~6층 (방이동)",37.5117031054584,127.109588604754
757,영업중,새숨병원,병원,"서울특별시 송파구 정의로8길 4, KDG70타워 2,3,4층 (문정동)",,
