idx,dtlstatenm,addr,nm,type,lat,lng
201,영업중,"서울특별시 노원구 덕릉로 459-47, 상계주공아파트(1단지) 4층 402호 (상계동)",한국체대 당현태권도,학원,37.6472245337685,127.059539581089
202,영업중,"서울특별시 강남구 개포로82길 13-15, 402호 (개포동)",파이널유도멀티짐 개포점,학원,37.4888205064565,127.0683478467
203,영업중,"서울특별시 강서구 금낭화로 103, 지하1층 (방화동)",광호검도관,학원,37.5746772873532,126.811387366423
204,영업중,"서울특별시 용산구 녹사평대로26길 8, 대산빌딩 제지하층 제비01호 (이태원동)",더 플레이 스페이스,학원,37.5301909505678,126.991520065146
205,영업중,"서울특별시 용산구 신흥로18길 3 (용산동2가, 용산새마을금고)",경희대태권도장,학원,37.5458411338912,126.985774010781
206,영업중,"서울특별시 성동구 독서당로 216, 지하1층 (옥수동)",이엑스 복싱(EX BOXING),학원,37.5435619909651,127.014757612776
207,영업중,"서울특별시 동대문구 약령시로 18, 정주빌딩 3층 (제기동)",용두장안체육관 J-one스포츠클럽,학원,37.5825840315357,127.031797403049
208,영업중,"서울특별시 중랑구 동일로 900, 금성빌딩 301호 (묵동)",C4 복싱,학원,37.6108666270767,127.078018406797
209,영업중,"서울특별시 강남구 헌릉로 569, 리더스프라자 604호 (세곡동)",점프윙스 줄넘기,학원,37.4657580150675,127.101226214382
210,영업중,"서울특별시 광진구 구의로 70, 3층 (구의동)",명성 태권도,학원,37.5441663569858,127.090688430683
211,영업중,"서울특별시 양천구 오목로4길 15, 3층 (신월동)",태낭태사태권도장 태권플로우교육센터,학원,37.5210604430143,126.841281905089
212,영업중,"서울특별시 송파구 오금로 300, 김해빌딩 지하1층 (가락동)",오버컴,학원,37.503299100149,127.125670011631
213,영업중,"서울특별시 송파구 새말로8길 27, 지하1층 (문정동)",TBT 복싱,학원,37.4802642140717,127.126949362639
214,영업중,"서울특별시 관악구 남부순환로 1789, 승우빌딩 지하1층 (봉천동)",코리안탑팀,학원,37.4819496432598,126.949053740143
215,영업중,"서울특별시 광진구 자양로45길 62, 광진교회 2층 (중곡동)",플래닛(FLANET) 체육센터,학원,37.5538838309336,127.090536219991
216,영업중,"서울특별시 동대문구 이문로 120, C동 216호 (이문동)",국가대표건강한태권도,학원,37.5984702182265,127.062682937358
217,영업중,"서울특별시 양천구 화곡로13길 29, 2층 (신월동)",한양대 차오름 태권도장,학원,37.5411768894372,126.833232660096
218,영업중,"서울특별시 서초구 잠원로8길 25, 신반포스퀘어 4층 424, 425호 (잠원동)",참 태권도 줄넘기,학원,37.51445739077,127.01144913923
219,영업중,"서울특별시 금천구 시흥대로47길 28-5, 경일경영정보고등학교 지하1층 (시흥동)",금천복싱체육관 남서울,학원,37.4500445178837,126.900334896499
220,영업중,"서울특별시 서대문구 이화여대길 59, 메르체쇼핑몰 3층 305, 306호 (대현동)",택티컬스쿨,학원,37.5589881516307,126.945159029873
221,영업중,"서울특별시 송파구 올림픽로10길 16, 지하1층 (잠실동)",리짓 복싱,학원,37.5101971951265,127.081088024208
222,영업중,"서울특별시 구로구 경서로 53-1, 2층 (고척동)",도마 효 태권도장(고척관),학원,37.5019106654416,126.858864212421
223,영업중,"서울특별시 성동구 독서당로 270, 504호 (금호동4가, 금호동 대우아파트)",드림위너 태권도,학원,37.5466437145234,127.019481520634
224,영업중,"서울특별시 광진구 영화사로 70, 3층 (구의동)",경희대 경일 태권도,학원,37.5544705535927,127.093777379183
225,영업중,"서울특별시 마포구 월드컵북로 336, 지1층 (상암동)",티에이치용인대상암유도관,학원,37.5760571457487,126.894675867037
226,영업중,"서울특별시 강남구 남부순환로 2912, B101호 (대치동)",강남스타복싱,학원,37.4907059879875,127.056142941592
227,영업중,"서울특별시 송파구 올림픽로35길 45, 510호, 511호, 512호 (신천동)",경희대 라이즈 태권도,학원,37.5191418524332,127.109423017985
228,영업중,"서울특별시 강북구 한천로131길 13, 301호 (번동)",국대엘리트 파이터 짐,학원,37.6385866961556,127.027619775305
229,영업중,"서울특별시 강북구 한천로 1182, 3층 (수유동)",다이어트복싱킥복싱MMA우슈,학원,37.6484283154314,127.014582870267
230,영업중,"서울특별시 강북구 도봉로34길 15, 3층 (미아동)",용인대 화계 태권도,학원,37.6220280657361,127.028900556363
231,영업중,"서울특별시 강북구 한천로109길 59, 201호 (번동)",연세 태권도,학원,37.6272961428434,127.041040557586
232,영업중,"서울특별시 강북구 솔샘로 254, 삼양아케이트 3층 (미아동)",국제체육관미아점복싱무에타이MMA주짓수,학원,37.6193297017502,127.020743950051
233,영업중,"서울특별시 강북구 삼양로 218, 2층 (미아동)",문무태권도,학원,37.6230463964023,127.019506652188
234,영업중,"서울특별시 강북구 한천로 1009, 3층 (번동)",강북권투,학원,37.6383006534629,127.0290373787
235,영업중,"서울특별시 강북구 오현로32길 28, 2층 (번동)",경희 키즈태권짐,학원,37.6280172403952,127.040670517702
236,영업중,"서울특별시 강북구 한천로150길 52, 2층 (수유동)",강북 대호 태권도장,학원,37.643718651758,127.025447877831
237,영업중,"서울특별시 강북구 도봉로13길 22, 3층 (미아동)",타이틀복싱킥복싱MMA우슈,학원,37.6151596749424,127.029183096151
238,영업중,"서울특별시 강북구 삼양로27길 35-21, 403호 (미아동,미아프라자)",(주)한국태권도아카데미,학원,37.6179766319717,127.018934343303
239,영업중,"서울특별시 강북구 삼양로149길 16-10 (우이동,2층)",백운 룡 태권도,학원,37.6545221203881,127.012135706473
240,영업중,"서울특별시 강북구 삼양로27길 38, 2층 (미아동)",메이트 태권도,학원,37.6190030165246,127.019064523846
241,영업중,"서울특별시 강북구 인수봉로72길 42, 극동아파트 2층 (수유동)",화심회라온 태권도,학원,37.6427074856938,127.013337316389
242,영업중,"서울특별시 강북구 솔샘로 184 (미아동,SK아파트 주상가 123, 124호)",한빛태권도,학원,37.6199587236903,127.012851056561
243,영업중,"서울특별시 강북구 삼양로19길 109, 삼각산아이원아파트 3층 (미아동)",성북태권도아카데미,학원,37.6161586801554,127.017358135333
244,영업중,"서울특별시 강북구 삼양로 424, 정암빌딩 2층 (수유동)",연세 휘트니스 태권도,학원,37.6414252573848,127.017117690358
245,영업중,"서울특별시 강북구 솔샘로 174-0, 상가동 2층 (미아동)",SK코리아태권도,학원,37.6176383628418,127.010599691076
246,영업중,"서울특별시 강북구 도봉로67길 35 (미아동,2층)",강북 경희대 태권도,학원,37.6300764380842,127.022527686027
247,영업중,"서울특별시 강북구 한천로105길 33, 1단지유치원상가 2층 (번동)",백두산 K타이거즈 태권도,학원,37.6255279871413,127.045851132935
248,영업중,"서울특별시 강북구 오현로32길 28, 금영빌딩 2층 (번동)",한진체육관,학원,37.6280172403952,127.040670517702
249,영업중,"서울특별시 강북구 오패산로52길 52, 용빌딩 3층 (미아동)",경찰태권도체육관,학원,37.6251304956754,127.03247763309
250,영업중,"서울특별시 강북구 솔샘로65길 93 (미아동,2층)",지성 태권도,학원,37.6213187805044,127.025917460311
251,영업중,"서울특별시 강북구 삼양로 292, 광은빌딩 2층 (수유동)",용인대 효 도장,학원,37.6294756976145,127.018128174988
252,영업중,서울특별시 강북구 삼양로99길 33 (수유동),경희대석사체육관,학원,37.6383762968468,127.016036457984
253,영업중,"서울특별시 강북구 도봉로96길 30 (번동,3층)",한양체육관,학원,37.6399538099391,127.029999611273
254,영업중,"서울특별시 강북구 한천로124길 25 (번동,2층)",용인대 태권도 체육관,학원,37.6376310520613,127.032779914047
255,영업중,서울특별시 강북구 노해로23길 49 (수유동),DKB 체육관,학원,37.6453230913288,127.020529656383
256,영업중,"서울특별시 강북구 인수봉로77길 19, 2, 3층 (수유동)",경희대 인수 태권도,학원,37.6443986332599,127.009631988164
257,영업중,"서울특별시 강북구 한천로155길 43, 수유벽산아파트 A동 4층 402호 (수유동)",벽산체육관(태권도),학원,37.643781446469,127.018731839392
258,영업중,"서울특별시 강북구 삼양로19길 74, 삼각산아이원아파트 상가동 3층 2호 (미아동)",길잡이태권도(청훈교육관),학원,37.6163962808066,127.019045509248
259,영업중,"서울특별시 강북구 도봉로 88, 3층 (미아동)",송중태권도,학원,37.6169686486072,127.030375933428
260,영업중,"서울특별시 강북구 인수봉로 128, 1층 (수유동)",백운체육관,학원,37.6312377651054,127.014105852625
261,영업중,"서울특별시 노원구 한글비석로 470, 동서기업빌딩 4층 (상계동)",포커스 복싱짐,학원,37.664667281503,127.065967816119
262,영업중,"서울특별시 강남구 개포로109길 5, 301호 (개포동, 대치2단지 종합상가)",태권메이트,학원,37.4923220024104,127.074601198665
263,영업중,"서울특별시 도봉구 마들로 721, 2층 (도봉동)",MMA STORY (엠엠에이 스토리),학원,37.6747612200713,127.046759567317
264,영업중,"서울특별시 성북구 동소문로20가길 46, 4층 (동선동1가)",성신여대주짓수 킥복싱 레슬링,학원,37.5934071051068,127.018819188551
265,영업중,"서울특별시 중랑구 봉우재로 120, 재동의원 지하1층 (면목동)",탑클래스 레슬링 체육관,학원,37.5924741699797,127.086302878565
266,영업중,"서울특별시 중랑구 중랑역로 147, 3층 (묵동)",고려대 새서울 태권도장,학원,37.6066585931769,127.076587163625
