name,type,detail_type,stable,aprove_day,address,road_address,sitearea,lat,lng
이디야답십리파크자이점,휴게음식점,커피숍,01,2019-03-11,"서울특별시 동대문구 한천로 55, 영진빌딩 1층 (답십리동)",서울특별시 동대문구 한천로 55,85.00,37.5669101962131,127.061880899304
다락방 사주카페,휴게음식점,커피숍,01,2014-04-09,서울특별시 동대문구 회기로 185 (휘경동),서울특별시 동대문구 회기로 185,49.59,37.5900419451929,127.056511634376
빽다방 전농동전동초교점,휴게음식점,커피숍,01,2023-08-23,"서울특별시 동대문구 사가정로 145, 1층 (전농동)",서울특별시 동대문구 사가정로 145,57.00,37.5781094903909,127.060981222248
커피상회,휴게음식점,커피숍,01,2023-08-18,"서울특별시 동대문구 약령시로 133, 1층 (청량리동)",서울특별시 동대문구 약령시로 133,9.90,37.5833853215255,127.044745762835
구하니 커피,휴게음식점,커피숍,01,2023-08-04,"서울특별시 동대문구 전농로15길 21, 남동 2호 (전농동)",서울특별시 동대문구 전농로15길 21,10.36,37.5779500252598,127.056805777125
퐁치 커피익스프레스 회기역점,휴게음식점,커피숍,01,2023-08-01,"서울특별시 동대문구 왕산로 295-3, 1층 (청량리동)",서울특별시 동대문구 왕산로 295-3,26.45,37.5868212193042,127.052089850777
읍천리382 회기역점,휴게음식점,커피숍,01,2023-09-13,"서울특별시 동대문구 망우로 46, 401동 1101호 (휘경동)",서울특별시 동대문구 망우로 46,60.14,37.5887655669609,127.058791788697
메가엠지씨커피 외대앞역점,휴게음식점,커피숍,01,2019-03-27,"서울특별시 동대문구 휘경로 24, 1층 (이문동)",서울특별시 동대문구 휘경로 24,96.78,37.5952634529218,127.062432831916
빽다방 장안동사거리점,휴게음식점,커피숍,01,2019-01-09,"서울특별시 동대문구 장한로 140, 1층 (장안동)",서울특별시 동대문구 장한로 140,39.60,37.5728529149051,127.072154950754
동네책방,휴게음식점,커피숍,01,2019-02-14,"서울특별시 동대문구 안암로6길 19, 1층 (용두동)",서울특별시 동대문구 안암로6길 19,76.39,37.579146916724,127.025916420631
카페 어텐디,휴게음식점,떡카페,01,2019-03-20,"서울특별시 동대문구 왕산로 110, 1층 (용두동)",서울특별시 동대문구 왕산로 110,40.00,37.5779265485075,127.035505001415
스타벅스 동작대로,휴게음식점,커피숍,01,2025-08-06,"서울특별시 서초구 동작대로 72, 1,2층 (방배동)",서울특별시 서초구 동작대로 72,178.75,37.4829997962039,126.982366878842
라크리마커피아트몰링 장안점,휴게음식점,커피숍,01,2019-01-17,"서울특별시 동대문구 답십리로 288, 아트몰링 장안 지하1층 (장안동)",서울특별시 동대문구 답십리로 288,13.22,37.5719341385201,127.072354312103
카페30,휴게음식점,커피숍,01,2024-09-19,"서울특별시 동대문구 천호대로83길 81, 1층 102호 (장안동)",서울특별시 동대문구 천호대로83길 81,30.00,37.5656192514564,127.0663563324
모리커피 어반 용두점,휴게음식점,커피숍,01,2024-09-02,"서울특별시 동대문구 무학로 142-1, 1층 (용두동)",서울특별시 동대문구 무학로 142-1,26.00,37.5769859096918,127.030687415451
노벰버라운지 외대점,휴게음식점,커피숍,01,2024-09-05,"서울특별시 동대문구 휘경로2길 10, 민족통일빌딩 3층 (이문동)",서울특별시 동대문구 휘경로2길 10,130.97,37.5956754160331,127.060822645515
블룸앤버터(Bloom&Butter),휴게음식점,떡카페,01,2024-09-06,"서울특별시 동대문구 답십리로 27, 2층 215호 (전농동, 청량리역 롯데캐슬 SKY-L65)",서울특별시 동대문구 답십리로 27,30.16,37.5791424001707,127.045821541275
코너스톤38,휴게음식점,커피숍,01,2024-09-30,"서울특별시 동대문구 제기로38길 31, 1층 (청량리동)",서울특별시 동대문구 제기로38길 31,35.00,37.584563310283,127.049842496876
카페오아시아 서울시립동부병원점,휴게음식점,커피숍,01,2019-08-19,"서울특별시 동대문구 무학로 124, 시립동부병원 1층 (용두동)",서울특별시 동대문구 무학로 124,17.90,37.5753539913466,127.031512678311
더치앤빈 장안동사거리점,휴게음식점,커피숍,01,2019-09-03,"서울특별시 동대문구 장한로27길 11, 1층 101호 (장안동)",서울특별시 동대문구 장한로27길 11,57.96,37.5729520451511,127.071081006504
볼볼티,휴게음식점,커피숍,01,2019-09-27,"서울특별시 동대문구 안암로 150, 1층 (제기동)",서울특별시 동대문구 안암로 150,34.34,37.5880998009816,127.034744560443
카페 파인,휴게음식점,커피숍,01,2019-07-17,"서울특별시 동대문구 안암로22길 15, 형준빌딩 (제기동)",서울특별시 동대문구 안암로22길 15,23.14,37.5880860102534,127.035669357477
메가엠지씨커피회기역점,휴게음식점,커피숍,01,2019-07-08,서울특별시 동대문구 회기로 194 (휘경동),서울특별시 동대문구 회기로 194,33.00,37.5898471939807,127.057355809021
휘경아뜰리에,휴게음식점,커피숍,01,2019-06-12,"서울특별시 동대문구 망우로 지하 55, 지하1층 (휘경동)",서울특별시 동대문구 망우로 지하 55,47.52,,
달콤퐁당,휴게음식점,커피숍,01,2019-06-26,"서울특별시 동대문구 안암로24길 8, 1층 (제기동)",서울특별시 동대문구 안암로24길 8,31.28,37.5883741207547,127.035459692395
행복담소,휴게음식점,커피숍,01,2019-05-10,"서울특별시 동대문구 약령시로21길 29, 동대문경찰서 1층 (청량리동)",서울특별시 동대문구 약령시로21길 29,17.60,37.5851576234405,127.04579431949
컴포즈커피 은평대림시장점,휴게음식점,커피숍,01,2025-09-15,"서울특별시 은평구 응암로 180, 1층 (응암동)",서울특별시 은평구 응암로 180,59.40,37.5880606193782,126.917032662931
컴포즈커피 신설동역점,휴게음식점,커피숍,01,2023-06-12,"서울특별시 동대문구 왕산로 18, 1층 103호 (신설동)",서울특별시 동대문구 왕산로 18,32.87,37.5760627896702,127.025612642763
디디카페,휴게음식점,커피숍,01,2024-06-05,"서울특별시 동대문구 회기로21가길 10, 1층 (회기동)",서울특별시 동대문구 회기로21가길 10,29.00,37.5919819636381,127.053609579093
틸화이트,휴게음식점,커피숍,01,2025-08-06,"서울특별시 영등포구 여의대로 108, 더현대 2층 (여의도동)",서울특별시 영등포구 여의대로 108,261.20,37.5251913154781,126.929112756574
마이클 커피,휴게음식점,커피숍,01,2022-04-06,"서울특별시 동대문구 답십리로8길 23, 1층 (용두동)",서울특별시 동대문구 답십리로8길 23,10.00,37.5763095277376,127.043835436375
아마스빈 서울시립대점,휴게음식점,커피숍,01,2019-11-25,"서울특별시 동대문구 전농로 210, 1층 (전농동)",서울특별시 동대문구 전농로 210,11.50,37.5829831561623,127.054121423906
모블러mobler 공덕점,휴게음식점,커피숍,01,2025-06-20,"서울특별시 마포구 백범로25길 7, 공덕고시원 1층 좌측호 (염리동)",서울특별시 마포구 백범로25길 7,73.00,37.5464595100242,126.946347220945
카페비비씨(CAFEBBC),휴게음식점,커피숍,01,2019-07-12,"서울특별시 동대문구 왕산로19라길 3, 1층 101호 (제기동, 어반넥서스)",서울특별시 동대문구 왕산로19라길 3,33.82,37.5788270781136,127.033708693248
커피쉼,휴게음식점,커피숍,01,2019-10-10,"서울특별시 동대문구 약령서1길 20, 1층 (제기동)",서울특별시 동대문구 약령서1길 20,10.57,37.5793569518645,127.036440564957
스위트 베이크샵,휴게음식점,커피숍,01,2024-11-12,"서울특별시 동대문구 난계로 250, 1층 (신설동)",서울특별시 동대문구 난계로 250,138.00,37.5737694403859,127.023683024162
요거트가족 경희대점,휴게음식점,커피숍,01,2024-10-11,"서울특별시 동대문구 회기로 160, 1층 (회기동)",서울특별시 동대문구 회기로 160,39.60,37.590725334129,127.0536445706
정화,휴게음식점,커피숍,01,2024-10-11,"서울특별시 동대문구 장한로17길 25, 1층 101호 (장안동)",서울특별시 동대문구 장한로17길 25,40.00,37.5676363700778,127.067207060055
카페 감초로움,휴게음식점,커피숍,01,2024-08-27,"서울특별시 동대문구 약령시로9길 45, 2층 (제기동)",서울특별시 동대문구 약령시로9길 45,86.88,37.5850973113942,127.035120181597
투썸플레이스 신설동역점,휴게음식점,커피숍,01,2024-09-27,"서울특별시 동대문구 왕산로 14, 글로리아 타워 1층 101호 (신설동)",서울특별시 동대문구 왕산로 14,133.94,37.575967817641,127.025227715258
아워아이노우,휴게음식점,커피숍,01,2024-09-27,"서울특별시 동대문구 한빛로 29, A동 01-03호 (신설동, 로얄팰리스)",서울특별시 동대문구 한빛로 29,32.59,37.5783439229775,127.026042935274
오르앤지드,휴게음식점,커피숍,01,2015-09-03,"서울특별시 동대문구 답십리로30길 44, 3층 (전농동, 대한예수교 장로회 빛과진리교회)",서울특별시 동대문구 답십리로30길 44,371.25,37.5738488678717,127.04721950204
아마스빈경희대점,휴게음식점,커피숍,01,2017-11-17,"서울특별시 동대문구 경희대로 6, 1층 (회기동)",서울특별시 동대문구 경희대로 6,39.00,37.5920759480983,127.052583680444
싸가지(SsaGaaG),휴게음식점,커피숍,01,2017-11-21,"서울특별시 동대문구 망우로18다길 41, 지하1층 (휘경동)",서울특별시 동대문구 망우로18다길 41,40.00,37.5855030198208,127.061025860691
유니유니베이비카페,휴게음식점,커피숍,01,2014-11-19,"서울특별시 동대문구 장한로 119, 2층 201호 (장안동, 삼성쉐르빌상가)",서울특별시 동대문구 장한로 119,40.00,37.5714380427267,127.070127915974
빽다방청량리역점,휴게음식점,커피숍,01,2016-05-17,"서울특별시 동대문구 왕산로 209, 1층 (청량리동)",서울특별시 동대문구 왕산로 209,33.00,37.580979148645,127.045866593178
리예몬,휴게음식점,커피숍,01,2020-06-16,"서울특별시 동대문구 전농로 36, 답십리포레스트스퀘어 1층 101호 (답십리동)",서울특별시 동대문구 전농로 36,29.49,37.5680105003259,127.057406070901
카페연심(CAFE YEONSIM),휴게음식점,커피숍,01,2024-01-15,"서울특별시 동대문구 장한로14길 70, 1층 (장안동)",서울특별시 동대문구 장한로14길 70,33.00,37.5651255698339,127.071642338987
엠 오케이,휴게음식점,커피숍,01,2024-07-22,"서울특별시 동대문구 천장산로7길 19, 블루스카이 1층 107호 (이문동)",서울특별시 동대문구 천장산로7길 19,6.63,37.5983004756761,127.056800748936
매머드익스프레스 회기역점,휴게음식점,커피숍,01,2024-07-23,"서울특별시 동대문구 망우로 49-7, 1층 (휘경동)",서울특별시 동대문구 망우로 49-7,99.20,37.5894775878583,127.058496265771
컴포즈커피 회기역점,휴게음식점,커피숍,01,2024-07-23,"서울특별시 동대문구 이문로 42-1, 1층 101호 (휘경동)",서울특별시 동대문구 이문로 42-1,36.00,37.5912023549654,127.057027923197
빽다방 서울한국외대점,휴게음식점,커피숍,01,2024-07-24,"서울특별시 동대문구 이문로 119, 보인빌딩 1층 (이문동)",서울특별시 동대문구 이문로 119,59.71,37.5975028771774,127.06068519121
부록,휴게음식점,커피숍,01,2024-08-02,"서울특별시 동대문구 경희대로 16-1, 1층 (회기동)",서울특별시 동대문구 경희대로 16-1,23.10,37.5929010400532,127.052866883162
조은 Bean,휴게음식점,커피숍,01,2024-07-25,"서울특별시 동대문구 경동시장로 26, 1층 (제기동)",서울특별시 동대문구 경동시장로 26,13.87,37.5813351015242,127.040792852571
오오오 장안점,휴게음식점,커피숍,01,2024-08-08,"서울특별시 동대문구 장안벚꽃로5길 19, 상가동 204호 (휘경동, 휘경베스트빌현대아파트)",서울특별시 동대문구 장안벚꽃로5길 19,6.00,37.5820674007335,127.074159232857
더 찬란한 장안점,휴게음식점,커피숍,01,2024-08-08,"서울특별시 동대문구 장한로26나길 59, 1층 (장안동)",서울특별시 동대문구 장한로26나길 59,20.00,37.5691301016185,127.071549167088
메가엠지씨커피 안암오거리점,휴게음식점,커피숍,01,2024-06-07,"서울특별시 동대문구 약령시로 3, 1층 (제기동)",서울특별시 동대문구 약령시로 3,33.00,37.5828020608309,127.030122143894
할리스 FKI타워2호점,휴게음식점,커피숍,01,2025-09-15,"서울특별시 영등포구 여의대로 24, 에프케이아이타워 1층 (여의도동)",서울특별시 영등포구 여의대로 24,42.80,37.5221803249647,126.919916550827
빽다방 제기동역점,휴게음식점,커피숍,01,2024-07-18,"서울특별시 동대문구 왕산로 110, 1층 (용두동)",서울특별시 동대문구 왕산로 110,56.20,37.5779265485075,127.035505001415
비자비 vis a vis,휴게음식점,커피숍,01,2024-07-03,"서울특별시 동대문구 회기로 47, 한국개발연구원 1층 (청량리동)",서울특별시 동대문구 회기로 47,84.26,37.5950242987183,127.042170106865
카페나누다,휴게음식점,커피숍,01,2024-06-13,"서울특별시 동대문구 장한로 191, 동대문구청소년독서실 1층 (장안동)",서울특별시 동대문구 장한로 191,17.34,37.5771652926379,127.070902636146
컴투레스트,휴게음식점,커피숍,01,2018-08-03,"서울특별시 동대문구 회기로 161-11, 1층 (회기동)",서울특별시 동대문구 회기로 161-11,53.15,37.5912087301111,127.054206186159
벨라카페,휴게음식점,커피숍,01,2024-06-20,"서울특별시 동대문구 망우로 61, 1층 (휘경동)",서울특별시 동대문구 망우로 61,66.00,37.5898785976634,127.059976096675
메가엠지씨커피 청량리역한양수자인점,휴게음식점,커피숍,01,2024-06-25,"서울특별시 동대문구 고산자로32길 78, 판매시설동 1층 104호 (용두동, 청량리역한양수자인그라시엘)",서울특별시 동대문구 고산자로32길 78,26.16,37.5775880431542,127.042841437254
다온카페,휴게음식점,커피숍,01,2024-06-25,"서울특별시 동대문구 회기로31나길 42, 리썸 1층 (휘경동)",서울특별시 동대문구 회기로31나길 42,86.30,37.5909832001638,127.057097277435
팔월오일 커피,휴게음식점,커피숍,01,2025-06-20,"서울특별시 서초구 바우뫼로 158, 1층 (양재동)",서울특별시 서초구 바우뫼로 158,90.60,37.4772973340979,127.037580067078
메가엠지씨커피 전농동사거리점,휴게음식점,커피숍,01,2022-02-04,"서울특별시 동대문구 전농로 135, 1층 (전농동)",서울특별시 동대문구 전농로 135,75.00,37.5770680681003,127.057496456523
컴포즈커피 전농래미안크레시티점,휴게음식점,커피숍,01,2021-12-17,"서울특별시 동대문구 사가정로 65, 근린생활시설1동 103호 (전농동, 래미안 크레시티)",서울특별시 동대문구 사가정로 65,48.76,37.5755060418781,127.049695860484
컴포즈커피 전농중앙점,휴게음식점,커피숍,01,2021-12-21,"서울특별시 동대문구 전농로 114, 1층 (답십리동)",서울특별시 동대문구 전농로 114,71.00,37.5750950169195,127.057790965537
영우당,휴게음식점,떡카페,01,2021-12-28,"서울특별시 동대문구 왕산로 214, 청량리역,롯데백화점 지하2층 (전농동)",서울특별시 동대문구 왕산로 214,33.10,37.584197400389,127.05114503929
커피니 답십리점,휴게음식점,커피숍,01,2022-01-18,"서울특별시 동대문구 사가정로2길 142, 1층 (답십리동)",서울특별시 동대문구 사가정로2길 142,23.10,37.567107082967,127.056260224422
카페 P.I.C(Pearl In Clam),휴게음식점,커피숍,01,2020-02-04,"서울특별시 동대문구 왕산로 274, 1층 (전농동)",서울특별시 동대문구 왕산로 274,34.86,37.5849110618442,127.051180059018
블레스,휴게음식점,커피숍,01,2020-03-03,"서울특별시 동대문구 한천로47길 4, 1층 (휘경동)",서울특별시 동대문구 한천로47길 4,16.77,37.584813925386,127.067349756778
카이스트서울캠퍼스점 카페그랑,휴게음식점,커피숍,01,2020-01-16,"서울특별시 동대문구 회기로 85, 한국과학기술원 2층 (청량리동)",서울특별시 동대문구 회기로 85,362.55,37.5950367073325,127.046322831171
(주)브로딩,휴게음식점,커피숍,01,2020-01-14,"서울특별시 동대문구 하정로5길 5, 미영빌딩 1층 (신설동)",서울특별시 동대문구 하정로5길 5,86.86,37.5759019490532,127.0260839704
문화상점 이문일공칠,휴게음식점,커피숍,01,2019-10-31,"서울특별시 동대문구 이문로 107, 한국외국어대학교 교수회관 1층 (이문동)",서울특별시 동대문구 이문로 107,35.78,37.5982966771548,127.057942413722
주식회사 아임반,휴게음식점,커피숍,01,2019-11-05,"서울특별시 동대문구 장한로10길 17, 1층층 101호 (장안동)",서울특별시 동대문구 장한로10길 17,19.00,37.5652154467305,127.06852658269
커피투데이,휴게음식점,커피숍,01,2019-12-30,"서울특별시 동대문구 천호대로4길 16, 1층 (신설동)",서울특별시 동대문구 천호대로4길 16,43.00,37.5737425554114,127.025160402376
더커피샵,휴게음식점,커피숍,01,2019-12-30,"서울특별시 동대문구 왕산로2길 34, 1층 (신설동)",서울특별시 동대문구 왕산로2길 34,19.80,37.574907267038,127.026011513271
헤이피(HEyPPy),휴게음식점,커피숍,01,2020-01-21,"서울특별시 동대문구 제기로2길 11, 2층 201호 (제기동)",서울특별시 동대문구 제기로2길 11,88.13,37.5859236780763,127.033339061351
이디야커피(촬영소사거리점),휴게음식점,커피숍,01,2014-10-24,"서울특별시 동대문구 답십리로 264, 1층 (장안동)",서울특별시 동대문구 답십리로 264,105.60,37.5722815601428,127.069508490646
빽다방신설동역1호점,휴게음식점,커피숍,01,2017-02-07,"서울특별시 동대문구 왕산로 20, 1층 (신설동)",서울특별시 동대문구 왕산로 20,39.60,37.5761584326213,127.025808519641
카페디오,휴게음식점,커피숍,01,2015-08-27,"서울특별시 동대문구 무학로 112, 1층 (용두동)",서울특별시 동대문구 무학로 112,16.50,37.5742321474187,127.030889482614
투썸플레이스경희대점,휴게음식점,커피숍,01,2017-02-23,"서울특별시 동대문구 경희대로 7-1, 지하1층~지상3층 (회기동)",서울특별시 동대문구 경희대로 7-1,330.00,37.5923168521757,127.052225479666
다 카페,휴게음식점,커피숍,01,2020-03-19,"서울특별시 동대문구 전농로29길 51, 1층 (전농동)",서울특별시 동대문구 전농로29길 51,21.48,37.5804989265673,127.055117243191
빽다방 청량리우남SL타워점,휴게음식점,커피숍,01,2024-04-19,"서울특별시 동대문구 왕산로 186, 청량리역 우남SL타워300 1층 111호 (전농동)",서울특별시 동대문구 왕산로 186,33.60,37.5793755754741,127.044171994493
햄스커피,휴게음식점,커피숍,01,2025-06-20,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 지1층 B172호 (둔촌동)",서울특별시 강동구 양재대로 1360,40.59,37.5274758605763,127.137046059861
매머드익스프레스 외대점,휴게음식점,커피숍,01,2017-02-24,"서울특별시 동대문구 휘경로 5, 1층 (이문동)",서울특별시 동대문구 휘경로 5,29.90,37.596364601087,127.06079002854
미띠에르,휴게음식점,커피숍,01,2024-05-10,"서울특별시 동대문구 사가정로2길 139, 1층 (답십리동)",서울특별시 동대문구 사가정로2길 139,82.20,37.5672789385188,127.056374337257
오티알커피,휴게음식점,커피숍,01,2024-04-22,"서울특별시 동대문구 이문로9가길 35, 1층 (이문동)",서울특별시 동대문구 이문로9가길 35,29.42,37.5982376789185,127.056042005761
서울빈,휴게음식점,커피숍,01,2024-04-05,"서울특별시 동대문구 황물로 97, 6층 (답십리동)",서울특별시 동대문구 황물로 97,87.30,37.5701159015727,127.051029684233
텐퍼센트커피 명일역점,휴게음식점,커피숍,01,2025-06-20,"서울특별시 강동구 양재대로 1627, 1층 104호 (명일동)",서울특별시 강동구 양재대로 1627,27.00,37.5509185586273,127.143753342556
컴포즈커피 용두동아제약점,휴게음식점,커피숍,01,2024-03-29,"서울특별시 동대문구 무학로23길 8, 보금빌딩 1층 (용두동)",서울특별시 동대문구 무학로23길 8,254.13,37.5726182309002,127.030053518138
GS25동대문용두,휴게음식점,커피숍,01,2024-03-29,"서울특별시 동대문구 천호대로31길 50, 1층 (용두동)",서울특별시 동대문구 천호대로31길 50,3.30,37.5756043844183,127.041409404144
여름밤,휴게음식점,커피숍,01,2024-04-17,"서울특별시 동대문구 천호대로4길 22, 동대문도서관 1층 (신설동)",서울특별시 동대문구 천호대로4길 22,44.07,37.5738565548699,127.024185212313
백억커피,휴게음식점,커피숍,01,2024-04-18,"서울특별시 동대문구 답십리로1길 10, 힐스테이트 청량리 더퍼스트 힐스에비뉴동 108호 (전농동)",서울특별시 동대문구 답십리로1길 10,37.80,37.5787102087738,127.043640879736
The merge(더머지),휴게음식점,커피숍,01,2025-09-15,"서울특별시 영등포구 선유로22길 11, 1층 (양평동1가)",서울특별시 영등포구 선유로22길 11,72.69,37.5212982825174,126.89122778948
커피에 반하다 VANADA COFFEE,휴게음식점,커피숍,01,2024-04-08,"서울특별시 동대문구 왕산로 192, 청량리 창보 리버리치2 101호 (전농동)",서울특별시 동대문구 왕산로 192,41.60,37.5795977760066,127.044610134844
카페 녹,휴게음식점,커피숍,01,2025-08-06,"서울특별시 마포구 희우정로 45, 2층 (합정동)",서울특별시 마포구 희우정로 45,95.14,37.5507822404354,126.906350367006
팔로알토(PaloAlto),휴게음식점,커피숍,01,2025-08-06,"서울특별시 마포구 월드컵북로 233-1, 1층 102호,103호,104호,105호 (성산동)",서울특별시 마포구 월드컵북로 233-1,134.85,37.5694358031023,126.903282651395
커피나인,휴게음식점,커피숍,01,2023-05-01,"서울특별시 동대문구 고산자로34길 70, 청량리역 해링턴플레이스 1층 103호 (용두동)",서울특별시 동대문구 고산자로34길 70,66.00,37.5782923121696,127.042196782039
더커피 더현대서울점,휴게음식점,커피숍,01,2025-09-15,"서울특별시 영등포구 여의대로 108, 더현대서울 지하1층 (여의도동)",서울특별시 영등포구 여의대로 108,30.41,37.5251913154781,126.929112756574
바나프레소 답십리역점,휴게음식점,커피숍,01,2023-04-13,"서울특별시 동대문구 천호대로 289, 한일노벨리아 104호 (답십리동)",서울특별시 동대문구 천호대로 289,35.10,37.5668988918932,127.053284511547
펠어커피초코(FELL A COFFEE CHOCO),휴게음식점,커피숍,01,2023-05-26,"서울특별시 동대문구 회기로 136-1, 1~2층 (회기동)",서울특별시 동대문구 회기로 136-1,82.46,37.5911430123581,127.05167369499
스트릿1988 답십리점,휴게음식점,커피숍,01,2023-02-23,"서울특별시 동대문구 전농로 23, 1층 (답십리동)",서울특별시 동대문구 전농로 23,27.00,37.5672012151991,127.056494600849
메가엠지씨커피 동대문한천로점,휴게음식점,커피숍,01,2023-03-09,"서울특별시 동대문구 한천로 60, 1층 (장안동)",서울특별시 동대문구 한천로 60,105.00,37.5669741682164,127.06256224752
매머드익스프레스 서울시립대점,휴게음식점,커피숍,01,2023-02-06,"서울특별시 동대문구 서울시립대로 160, 1층 (전농동)",서울특별시 동대문구 서울시립대로 160,40.00,37.5834168787586,127.05454674953
아띠커피,휴게음식점,커피숍,01,2021-09-30,"서울특별시 동대문구 황물로15길 32, 1층,2층 (답십리동)",서울특별시 동대문구 황물로15길 32,46.00,37.5659132236523,127.058565442812
메가엠지씨커피 장안동사거리점,휴게음식점,커피숍,01,2021-11-08,"서울특별시 동대문구 장한로 165, 1층 (장안동)",서울특별시 동대문구 장한로 165,83.00,37.5751432705208,127.071666424993
이디야 답십리사거리점,휴게음식점,커피숍,01,2021-12-06,"서울특별시 동대문구 답십리로 145, 1,2층 (답십리동)",서울특별시 동대문구 답십리로 145,227.52,37.5730704793412,127.056115399363
컴포즈커피 제기약령시장점,휴게음식점,커피숍,01,2021-12-06,"서울특별시 동대문구 약령시로 67-1, 1층 (제기동)",서울특별시 동대문구 약령시로 67-1,40.32,37.5830144560475,127.037556836813
투썸플레이스 휘경점,휴게음식점,커피숍,01,2021-10-14,"서울특별시 동대문구 망우로 86, 1~2층 (휘경동)",서울특별시 동대문구 망우로 86,333.05,37.5900532510613,127.062841187253
이디야커피 장안중랑천점,휴게음식점,커피숍,01,2021-10-19,"서울특별시 동대문구 장한로18길 32, 1층 (장안동)",서울특별시 동대문구 장한로18길 32,67.78,37.5675373374578,127.070775789879
오브,휴게음식점,커피숍,01,2021-11-18,"서울특별시 동대문구 제기로4길 1, 1층 101호 (제기동, YIDO CUBE)",서울특별시 동대문구 제기로4길 1,41.94,37.5862682860138,127.033733107424
컴포즈커피 답십리골든메카점,휴게음식점,커피숍,01,2021-12-03,"서울특별시 동대문구 천호대로69길 12, 골든메카 111호 (답십리동)",서울특별시 동대문구 천호대로69길 12,30.26,37.5684892300284,127.051889521016
더벤티 장안벤처빌점,휴게음식점,커피숍,01,2021-12-09,"서울특별시 동대문구 장한로 85, 장안현대벤처빌 107호 (장안동)",서울특별시 동대문구 장한로 85,28.86,37.5685135613857,127.068802399459
아프(AF),휴게음식점,커피숍,01,2021-10-18,"서울특별시 동대문구 장안벚꽃로 167, 주상가동 지하1층 B104호 (장안동, 래미안장안2차아파트)",서울특별시 동대문구 장안벚꽃로 167,20.63,37.5750720968253,127.074282139153
투썸플레이스 제기동역점,휴게음식점,커피숍,01,2021-10-13,"서울특별시 동대문구 왕산로 91, 메트로폴 스위트 1층 101호 (제기동)",서울특별시 동대문구 왕산로 91,144.08,37.5785810211314,127.033692959568
탐앤탐스 시립대로미디어점,휴게음식점,커피숍,01,2021-11-25,"서울특별시 동대문구 서울시립대로 58, 욱영58 1층,2층 (전농동)",서울특별시 동대문구 서울시립대로 58,312.68,37.5762940881291,127.048084799363
릴리엔(lilien),휴게음식점,커피숍,01,2020-05-04,"서울특별시 동대문구 이문로 164, C&J오피스텔 1층 102호 (이문동)",서울특별시 동대문구 이문로 164,27.00,37.6011015176906,127.062255276554
카페드립,휴게음식점,커피숍,01,2020-06-23,"서울특별시 동대문구 외대역동로4길 48, 1층 (휘경동)",서울특별시 동대문구 외대역동로4길 48,35.97,37.5930419537292,127.068470450933
스윙바이 카페(swing by cafe),휴게음식점,커피숍,01,2020-05-08,"서울특별시 동대문구 답십리로59길 24, 1층 (답십리동)",서울특별시 동대문구 답십리로59길 24,60.86,37.5736944745498,127.066423040441
메모아르(memoire),휴게음식점,커피숍,01,2020-05-18,"서울특별시 동대문구 회기로 156, 2층 (회기동)",서울특별시 동대문구 회기로 156,83.50,37.5909301641498,127.053369689104
각자의 연유,휴게음식점,커피숍,01,2020-06-11,"서울특별시 동대문구 장한로 54, 1층 1호 (장안동)",서울특별시 동대문구 장한로 54,39.00,37.5657733773696,127.067843772033
전농관점카페,휴게음식점,커피숍,01,2018-08-13,"서울특별시 동대문구 서울시립대로 163, 서울시립대학교 전농관 1층 (전농동)",서울특별시 동대문구 서울시립대로 163,135.00,37.5825775765293,127.059988126984
학생회관점카페,휴게음식점,커피숍,01,2018-08-14,"서울특별시 동대문구 서울시립대로 163, 서울시립대학교 학생회관 1층 (전농동)",서울특별시 동대문구 서울시립대로 163,99.00,37.5825775765293,127.059988126984
메가엠지씨커피 경희대점,휴게음식점,커피숍,01,2020-04-28,"서울특별시 동대문구 경희대로 18, 1층 (회기동)",서울특별시 동대문구 경희대로 18,49.00,37.5929858291365,127.052854034903
본초마을,휴게음식점,커피숍,01,2021-08-10,"서울특별시 동대문구 고산자로 479, 1층 (제기동)",서울특별시 동대문구 고산자로 479,11.00,37.5825505426774,127.038371973643
롤스커피(ROLLs Coffee),휴게음식점,커피숍,01,2021-08-13,"서울특별시 동대문구 청계천로 483, 창보리버리치 1층 102호 (용두동)",서울특별시 동대문구 청계천로 483,25.88,37.5702680866835,127.030708769717
볼랫(Bollat),휴게음식점,커피숍,01,2021-07-07,"서울특별시 동대문구 황물로 168, 한성아펠시티 1층 118호 (답십리동)",서울특별시 동대문구 황물로 168,31.18,37.565186080444,127.056237500341
공차 장안사거리,휴게음식점,커피숍,01,2021-08-25,"서울특별시 동대문구 답십리로 289, 기륭빌딩 1층 (장안동)",서울특별시 동대문구 답십리로 289,80.00,37.5725258603826,127.072438425548
탐앤탐스(용두동아제약점),휴게음식점,커피숍,01,2020-08-24,"서울특별시 동대문구 천호대로 63, 1층 (용두동)",서울특별시 동대문구 천호대로 63,261.20,37.5741402438212,127.030201291902
메가엠지씨커피 배봉사거리점,휴게음식점,커피숍,01,2021-07-30,"서울특별시 동대문구 한천로 189, 1층 3,4호 (장안동)",서울특별시 동대문구 한천로 189,69.30,37.5779743602542,127.067879746226
가득 스튜디오 앤 문간방 쎕쎕이,휴게음식점,커피숍,01,2025-08-06,"서울특별시 송파구 오금로53길 44, 101호 (거여동)",서울특별시 송파구 오금로53길 44,14.00,37.4977848782761,127.144115307201
