nm,type,apv_date,addr,floor,sitearea,lat,lng,flpop_type,trdar_cd,adstrd_cd
프롬투커피,커피숍,2010-10-04,서울 강동구 동남로71길 38,1,26.25,37.5520423388557,127.154068058218,TR,3120249,11740540
메가엠지씨커피 외대앞역점,커피숍,2019-03-27,서울 동대문구 휘경로 24,1,96.78,37.5952634529218,127.062432831916,TR,3110220,11230740
더커피,커피숍,2013-11-04,서울 도봉구 덕릉로60길 13,1,19.60,37.6396320305382,127.040130624594,TR,3110404,11320513
커피타임,커피숍,2017-03-20,서울 종로구 창경궁로 135-1,1,36.00,37.5745150147836,126.997261072565,TR,3120010,11110615
메가엠지씨커피 보라매타운점,커피숍,2019-03-26,서울 동작구 보라매로5가길 16,,46.17,37.4912751024086,126.924094714271,TR,3120151,11590680
수리야,커피숍,2018-08-08,서울 중랑구 양원역로 19,1,21.40,37.6022479074522,127.107914248589,AL,3110278,11260655
이디야 구파발역점,커피숍,2013-08-22,서울 은평구 진관2로 29-21,1,92.07,37.635741734904,126.919341649662,TR,3120089,11380690
투썸플레이스 수락산역점,커피숍,2019-03-28,서울 노원구 동일로243길 13,1,237.41,37.6782153656595,127.054388567346,TR,3110415,11350630
커피기업,커피숍,2019-03-28,서울 강남구 테헤란로 152,2,97.86,37.5000242405515,127.036508620542,TR,3120197,11680640
정월,커피숍,2019-03-29,서울 강남구 강남대로102길 46,1,149.85,37.5036597194557,127.028626641848,TR,3110954,11680640
어반테라스(urban terrace),커피숍,2019-03-27,서울 강북구 도봉로97길 73,-1,44.09,37.6433268490602,127.025700644383,TR,3110366,11305635
다산몰,커피숍,2019-04-01,서울 중구 을지로35길 52,1,45.00,37.5689908536183,127.00164572535,TR,3130035,11140605
바이엠(by-Am),커피숍,2019-04-01,서울 동작구 상도로34길 1,1,40.00,37.5045689499669,126.946153282072,TR,3110833,11590540
옥수서재,커피숍,2019-04-01,서울 성동구 한림말1길 16-1,-1,30.00,37.5427205978044,127.016423980768,TR,3110102,11200645
매머드 익스프레스 동대문점,커피숍,2019-04-01,서울 중구 장충단로13길 43,1,6.45,37.5680943778524,127.006460574612,TR,3001493,11140590
모굴(MOGUL),커피숍,2019-02-01,서울 중랑구 봉우재로 159,,16.51,37.5937591862512,127.090601717507,TR,3110262,11260590
쥬씨,커피숍,2019-04-02,서울 중구 을지로 102-2,,51.48,37.566108815801,126.989303706733,TR,3120031,11140550
"카페 여유, 로그",커피숍,2008-08-28,서울 금천구 가산디지털2로 14,1,69.66,37.4696780474214,126.88425457098,TR,3120131,11545510
커피디지(직화커피),커피숍,2019-04-03,서울 은평구 불광로18길 8,1,30.76,37.6221961231448,126.932068851315,TR,3110491,11380530
다락방 사주카페,커피숍,2014-04-09,서울 동대문구 회기로 185,,49.59,37.5900419451929,127.056511634376,TR,3120065,11230720
창신동달커피,커피숍,2019-04-03,서울 종로구 창신6가길 48,1,28.80,37.5760823534529,127.012800721188,TR,3110029,11110690
cafe 다-품,커피숍,2019-04-04,서울 종로구 율곡로23길 18-8,2,66.12,37.5753308797401,127.006831827813,TR,3110028,11110630
#1 shot in coffee(원샷),커피숍,2019-04-01,서울 송파구 올림픽로 424,1,101.44,37.5203396980951,127.115517876627,TR,3001495,11710566
카페리세,커피숍,2019-04-04,서울 양천구 오목로 345,-1,38.34,37.5247775349288,126.875820730078,TR,3120113,11470510
101커피컨테이너,커피숍,2019-04-04,서울 서초구 원터6길 6,2,129.98,37.4434608092954,127.055642947532,TR,3110946,11650652
모네의정원,커피숍,2019-04-05,서울 영등포구 선유동1로 50,1,46.20,37.5264850126816,126.893226385107,TR,3120136,11560550
마이테라스가든,커피숍,2019-04-05,서울 강남구 도산대로67길 29,1,60.00,37.5260292354796,127.04430727291,TR,3120202,11680565
코너스톤,커피숍,2019-04-05,서울 성동구 용답길 169-1,1,9.50,37.5637882249342,127.055963671377,TR,3110133,11200790
소소한행복,커피숍,2019-04-09,서울 관악구 남부순환로131길 21,1,18.00,37.4815851272706,126.907421453177,TR,3110854,11620725
듀톤,커피숍,2019-04-10,서울 용산구 장문로 62,1,44.07,37.5263705008451,126.99636209731,TR,3110088,11170690
카페드스페셜티스,커피숍,2019-04-10,서울 서초구 강남대로 27,1,92.00,37.4682787075426,127.039136433366,TR,3120182,11650652
꽃블링,커피숍,2019-04-11,서울 양천구 중앙로29길 38-3,1,7.50,37.5164248518505,126.849807193707,TR,3110610,11470640
카페디차,커피숍,2016-11-02,서울 동작구 상도로47길 89,1,24.10,37.5031427278896,126.951734268481,TR,3110836,11590530
루체,커피숍,2019-04-15,서울 중구 퇴계로20나길 10,4,89.25,37.5587327660941,126.98553433842,TR,3120027,11140550
컴포즈 에이스가산타워점,커피숍,2019-04-15,서울 금천구 디지털로 121,1,56.75,37.4761399099716,126.880098704605,TR,3120131,11545510
프롬하츠커피 청계종각점,커피숍,2019-04-16,서울 종로구 청계천로 53,2,148.00,37.5690280214429,126.983622653274,TR,3120006,11110615
하우스HAUS,커피숍,2019-04-17,서울 강남구 도곡로37길 38,1,51.00,37.4962830215716,127.044800493496,TR,3120206,11680650
앤티앤스,커피숍,2019-04-18,서울 노원구 마들로3길 13,1,16.20,37.6274977762036,127.063106400826,AD,,11350580
꽁다방,커피숍,2019-04-18,서울 관악구 신림로58길 13,7,23.10,37.4826196254442,126.93063378688,TR,3120157,11620645
COFFEE O(커피 오),커피숍,2018-05-25,서울 송파구 송파대로 106-17,1,26.95,37.4806404972289,127.12650883768,TR,3111028,11710646
엠지에프에스백(mgfs100),커피숍,2019-04-18,서울 종로구 삼청로 122,1,55.00,37.5861738608805,126.981836930171,TR,3120005,11110540
만랩커피 교대점,커피숍,2018-11-07,서울 서초구 서초대로52길 38,1,23.21,37.4921215646695,127.014599693373,TR,3120173,11650510
카페12PM한남역,커피숍,2011-09-30,서울 용산구 독서당로 22,1,31.59,37.5301631563664,127.007801799645,AL,3110099,11170685
텐퍼센트 스페셜티 커피 강동점,커피숍,2019-04-22,서울 강동구 양재대로 1571,3,146.42,37.5457145865749,127.14225531407,TR,3120247,11740600
검과흙손,커피숍,2014-11-18,서울 강남구 논현동 243,-1,199.55,37.5153761754009,127.039096540433,TR,3110968,11680531
탐앤탐스 더블유디호텔신림점(Tom N Toms WD호텔신림점),커피숍,2017-04-21,서울 관악구 신림로 349,2,272.63,37.4855159626231,126.929191982615,TR,3120157,11620695
히든커피,커피숍,2015-08-27,서울 종로구 새문안로5길 11,1,9.90,37.5711948777558,126.974726578327,TR,3120003,11110530
이디야커피(세종대후문점),커피숍,2015-05-04,서울 광진구 군자로 109,1,51.80,37.5528721561007,127.071997503193,AL,3110147,11215730
알리칸테,커피숍,2019-04-25,서울 중구 남대문로 81,-1,9.10,37.5647299033135,126.981730421825,TR,3120025,11140520
토비아스커피(로뎀),커피숍,2010-08-18,서울 강동구 강동대로 235,,114.00,37.5227407265291,127.132394568934,TR,3111062,11740660
카페 혜화로,커피숍,2019-04-26,서울 종로구 혜화로 37,,10.00,37.5889645492142,126.999252947461,TR,3110022,11110650
엔제리너스GS이수역D/I점,커피숍,2016-05-10,서울 동작구 동작대로 135,1,167.12,37.4887034791074,126.981970010334,TR,3120156,11590630
반지하 다방,커피숍,2019-04-29,서울 강남구 학동로 105,-1,50.00,37.5118970113078,127.022181299011,TR,3120185,11680521
이디야 역삼점,커피숍,2017-07-03,서울 강남구 논현로72길 13,1,115.00,37.4958440607421,127.040532805045,TR,3120198,11680650
이미저리 갤러리,커피숍,2019-04-29,서울 영등포구 경인로 755,3,13.20,37.5137837208392,126.897143622901,TR,3110759,11560605
풍성호 압구정로데오점,커피숍,2019-04-30,서울 강남구 압구정로 344,1,37.69,37.5277013711974,127.039850205178,TR,3120202,11680545
스무상자 마카롱,커피숍,2018-12-24,서울 노원구 노원로 29,2,26.15,37.6247931739389,127.084337921314,AD,,11350600
카페 자리,커피숍,2014-10-30,서울 금천구 독산로77길 39,1,109.95,37.4701126836126,126.900356754694,TR,3110736,11545640
헬로방방 서초본점,커피숍,2019-04-30,서울 서초구 사임당로 115,2,34.57,37.4911711387954,127.022363779966,TR,3110930,11650510
리틀우,커피숍,2019-04-30,서울 강남구 봉은사로112길 28,1,10.00,37.513095091081,127.064747084008,TR,3120221,11680580
펠트 도산공원점,커피숍,2019-05-01,서울 강남구 언주로164길 23,1,49.60,37.5256645232426,127.03546324887,TR,3110962,11680545
고로커피로스터스,커피숍,2019-01-18,서울 관악구 남부순환로231길 33,-1,57.60,37.4807347089425,126.957947118083,TR,3110897,11620575
카페DA,커피숍,2017-11-03,서울 강서구 공항대로61길 55,1,54.00,37.5532688748774,126.86650858408,TR,3110677,11500520
빽다방(노원문화의거리점),커피숍,2019-05-03,서울 노원구 상계로 64,1,42.97,37.6557918268818,127.062277905261,TR,3120081,11350640
제이스튜디오,커피숍,2019-05-02,서울 강동구 상일로25길 9,-1,11.83,37.5613768491537,127.169828772771,TR,3111088,11740560
카페 프리마,커피숍,2018-02-21,서울 금천구 디지털로9길 33,1,69.06,37.4789221483284,126.886029001849,TR,3120131,11545510
로스터리카페나무,커피숍,2018-03-06,서울 용산구 원효로35길 49,1,8.90,37.5351469351389,126.955496235415,TR,3110058,11170570
소나무커피,커피숍,2019-04-08,서울 성동구 뚝섬로 400,1,19.80,37.5385456732471,127.055018233239,TR,3130073,11200670
로이스빈(Rois Bean),커피숍,2019-05-08,서울 강남구 개포로 615,-1,73.38,37.4926580850327,127.07558248914,AD,,11680740
블루포트 성신여대수정관점,커피숍,2019-05-08,서울 성북구 북악산로 918,1,16.00,37.5946226781717,127.023128563512,AL,3110303,11290575
고효동,커피숍,2019-04-22,서울 용산구 임정로 63,1,26.32,37.5453048641406,126.958112634561,AL,3110587,11170580
블루포트 한양사이버대점,커피숍,2019-05-09,서울 성동구 왕십리로 220,1,19.30,37.5571863579301,127.047518974715,AD,,11200550
좁은문 끽다,커피숍,2019-05-09,서울 서초구 남부순환로364길 8-15,1,6.80,37.4846910958487,127.039805640659,TR,3110939,11650651
스토어드커피,커피숍,2019-05-09,서울 중랑구 동일로157길 22,1,33.30,37.609892850426,127.076485605145,TR,3110241,11260630
삼녀네 커피,커피숍,2019-05-09,서울 노원구 월계로45길 21,1,12.08,37.6256184658306,127.051276377642,AL,3110414,11350570
희망분식,커피숍,2018-04-25,서울 마포구 백범로17길 4-4,1,13.11,37.5473367911743,126.943973038473,TR,3110578,11440610
쿠키굽는고양이,커피숍,2019-05-10,서울 영등포구 도신로4길 27,1,20.00,37.5011487936643,126.8965709598,TR,3120139,11560720
청아해,커피숍,2019-05-13,서울 서초구 나루터로 37,1,21.36,37.515442791053,127.014193635419,AL,3110927,11650540
피앤티스퀘어,커피숍,2019-05-14,서울 종로구 수표로 105,-1,18.00,37.5705989139519,126.989152966372,TR,3120009,11110615
모래내1번지,커피숍,2019-05-15,서울 서대문구 수색로 43,1,58.38,37.5697439855335,126.913435047526,AL,3110553,11410690
커피에반하다 행당점,커피숍,2013-07-19,서울 성동구 행당로 76,1,47.56,37.5562344985329,127.027536046634,AL,3110108,11200570
카페네온,커피숍,2019-05-16,서울 관악구 난향길 24,1,15.00,37.4628465777958,126.917686084705,TR,3110859,11620715
메가엠지씨커피 개봉북부역,커피숍,2019-05-16,서울 구로구 경인로40길 25,1,40.35,37.4954039270721,126.859741653028,AL,3110703,11530740
드로잉카페 하바소(DRAWING CAFE HABASO),커피숍,2019-05-17,서울 종로구 혜화로 47,2,28.00,37.5896751593578,126.998916208716,TR,3110022,11110650
투썸플레이스 이대역점,커피숍,2018-07-25,서울 서대문구 이화여대길 7,2,288.10,37.5572344939529,126.94564199236,TR,3120096,11410585
쉬즈베이글,커피숍,2019-05-17,서울 관악구 신림로65길 43,1,35.68,37.4846941287798,126.927078301181,TR,3120157,11620695
커피마마,커피숍,2017-08-03,서울 송파구 올림픽로 305,-1,13.50,37.5149771693164,127.10421637903,TR,3120227,11710710
탑클래스 PC,커피숍,2019-05-21,서울 성동구 용답19길 17-1,-1,17.50,37.5638156826095,127.052481864068,TR,3130072,11200790
더블컵커피,커피숍,2019-05-21,서울 종로구 창덕궁1길 35,2,74.00,37.5792688125856,126.987226129989,TR,3120007,11110600
카페쇼콜라,커피숍,2019-05-21,서울 구로구 구로동로8길 89-12,1,29.28,37.4897592506693,126.887394304501,TR,3130229,11530550
에이치.캄머,커피숍,2019-05-22,서울 강남구 언주로147길 37,1,15.00,37.5191029873375,127.031259942534,TR,3110957,11680531
리브릭(Libreak),커피숍,2019-04-05,서울 성동구 뚝섬로15길 29,1,60.32,37.5391819112429,127.061680446841,TR,3110136,11200670
블뤼테,커피숍,2019-05-23,서울 강남구 도곡로18길 41,1,55.04,37.4887099922102,127.03859947936,AL,3110964,11680655
바나프레소 테헤란로점,커피숍,2019-05-23,서울 강남구 테헤란로 208,1,98.40,37.5011301173784,127.039098610917,TR,3120197,11680650
커피기술,커피숍,2019-05-23,서울 강서구 까치산로18나길 2,1,32.00,37.5471689234121,126.849912556522,AL,3110658,11500590
마그마커피(MAGMA COFFEE),커피숍,2019-05-24,서울 강남구 봉은사로47길 62,-1,340.17,37.5138241626209,127.040004347226,AL,3110970,11680531
춘풍슈가,커피숍,2019-05-24,서울 강남구 봉은사로2길 35,1,30.00,37.5024315085965,127.026525352052,TR,3120189,11680640
방구석여행,커피숍,2019-02-21,서울 동작구 상도로34길 15,1,12.20,37.5041171005363,126.945769759384,TR,3110833,11590540
토프레소 마장역점,커피숍,2019-05-27,서울 성동구 마장로 305,1,52.00,37.5666626744894,127.043316238277,TR,3110122,11200540
더해피,커피숍,2019-05-27,서울 동작구 만양로 65,1,34.20,37.5094242019283,126.945577828526,TR,3110834,11590510
메가엠지씨커피 노원중앙점,커피숍,2019-05-27,서울 노원구 노해로 509,1,49.58,37.655411288958,127.064555531072,TR,3120081,11350640
카페마실,커피숍,2014-03-12,서울 관악구 서림1길 5,1,70.00,37.4750674497965,126.93825448197,TR,3110885,11620665
빛들,커피숍,2019-05-27,서울 노원구 동일로242나길 8,3,163.09,37.6760275687968,127.056391902211,TR,3110419,11350630
소소(笑笑),커피숍,2018-11-06,서울 종로구 종로 104,1,4.00,37.5699634381006,126.989111515848,TR,3120009,11110615
힐링커피,커피숍,2013-10-11,서울 중구 충무로2길 23,1,49.58,37.5625373508764,126.994462016005,TR,3130032,11140590
EDIYA COFFEE 이디야커피 석관동점,커피숍,2019-05-28,서울 성북구 돌곶이로8길 22,1,66.60,37.6065244839458,127.062261154976,AL,3110221,11290810
배블(babble),커피숍,2019-05-28,서울 양천구 은행정로7길 39,1,42.28,37.5218964398809,126.855276449027,TR,3120108,11470650
일리카페IBM점,커피숍,2019-05-29,서울 영등포구 국제금융로 10,8,35.60,37.5251775245928,126.924876706923,TR,3120149,11560540
이디야커피,커피숍,2019-05-29,서울 중구 창경궁로 2,1,76.95,37.5625562142179,126.998689780725,TR,3120034,11140590
공차 이대서울병원점,커피숍,2019-05-02,서울 강서구 공항대로 260,-1,158.93,37.5572628621214,126.836266829117,AL,3110650,11500611
해로커피,커피숍,2019-05-29,서울 성북구 성북로 19-3,1,49.50,37.5896195876384,127.00422352198,TR,3110286,11290525
카페온화 익선점,커피숍,2019-05-29,서울 종로구 수표로28길 21-10,,108.10,37.5732931312462,126.989846607016,TR,3120009,11110615
카페힐,커피숍,2019-05-29,서울 동작구 만양로2길 16,1,117.27,37.5064696363197,126.948824002579,AL,3110836,11590540
플로레스테이블(flores table),커피숍,2019-05-29,서울 노원구 상계로5길 12,3,73.08,37.6573543256891,127.064264260882,AL,3110424,11350640
원앤온리커피,커피숍,2019-05-29,서울 서대문구 이화여대7길 31-4,1,49.59,37.5585366481989,126.943788548636,TR,3130179,11410585
투썸플레이스 군자역점,커피숍,2009-07-21,서울 광진구 능동로 289,1,160.97,37.5557904109818,127.078344497368,TR,3120055,11215730
커피그림,커피숍,2011-09-30,서울 은평구 연서로4길 4,1,50.80,37.602351811242,126.916306639176,TR,3110468,11380625
내방,커피숍,2019-05-30,서울 노원구 동일로 1059,1,16.50,37.6245300844681,127.072987056792,TR,3120084,11350595
더트리(THE TREE),커피숍,2019-05-30,서울 강남구 테헤란로103길 14,1,15.57,37.5103804189671,127.064319350164,TR,3120222,11680580
카페 알리칸테,커피숍,2019-05-30,서울 송파구 충민로 66,-1,6.60,37.4776148442516,127.124961768886,TR,3120236,11710642
이로리 로스터스,커피숍,2019-05-31,서울 송파구 백제고분로18길 6,1,30.00,37.5046488006526,127.084693536719,TR,3111003,11710650
하늘을걷는고양이카페,커피숍,2019-05-31,서울 중구 명동4길 2,2,97.60,37.5634495691314,126.983437910806,TR,3120028,11140550
제너러스 커피,커피숍,2014-02-20,서울 서초구 강남대로30길 20,1,86.76,37.4818872780275,127.038350058836,TR,3110939,11650651
맷카페(MATT CAFE),커피숍,2019-06-03,서울 강남구 봉은사로47길 62,1,173.81,37.5138241626209,127.040004347226,AL,3110970,11680531
지에스25 역삼충현점,커피숍,2019-06-03,서울 강남구 논현로102길 33,,3.30,37.5058061484527,127.037736404475,TR,3110965,11680640
투썸플레이스 문정로데오점,커피숍,2012-11-06,서울 송파구 동남로 132,1,278.00,37.4909461564527,127.125727674615,TR,3130315,11710641
매머드커피 한티역점(122호),커피숍,2017-09-19,서울 강남구 선릉로62길 9,1,75.90,37.497450547138,127.053463108279,TR,3120212,11680630
하늘연달,커피숍,2019-06-04,서울 송파구 성내천로12길 5,1,32.60,37.5005594854789,127.137728206166,TR,3111038,11710570
누리달,커피숍,2019-06-04,서울 영등포구 여의대방로35길 40,1,39.34,37.5012671731623,126.916737271567,TR,3110813,11560690
(주)바디메모홀딩스,커피숍,2016-08-05,서울 강남구 도산대로 309,4,32.00,37.5223481959895,127.035187694418,TR,3120193,11680545
포방터 카페,커피숍,2019-06-05,서울 서대문구 포방터길 43,,95.70,37.5986709547936,126.948896918507,TR,3130180,11410660
오늘1307 가재울점,커피숍,2019-06-05,서울 서대문구 가재울미래로 2,1,64.15,37.5744019902031,126.917907814167,AL,3110500,11410690
알리칸테,커피숍,2019-06-05,서울 양천구 목동동로 257,7,1.50,37.5273217750941,126.874619136454,TR,3120114,11470510
컴포즈커피 성수역점,커피숍,2019-04-16,서울 성동구 아차산로 96,1,43.65,37.5446163292774,127.054455325209,TR,3120052,11200690
10시10분,커피숍,2019-05-24,서울 중구 다산로 265,1,45.82,37.5666423452112,127.015861808576,TR,3120039,11140615
오시오(OSIO),커피숍,2017-10-12,서울 강남구 봉은사로59길 15,1,31.82,37.5120316968987,127.045503368662,TR,3120207,11680590
wow cafe(와우카페) 3호,커피숍,2013-05-08,서울 관악구 과천대로 939,2,53.73,37.4743771732195,126.981430242321,TR,3120160,11620630
슈퍼커피 보라매타운점,커피숍,2019-06-10,서울 동작구 보라매로5길 43,1,35.02,37.4914310798968,126.923417000996,TR,3120151,11590680
시립서울청소년센터 커피숍,커피숍,2011-06-03,서울 중구 을지로11길 23,1,12.54,37.5674695165793,126.990556542568,TR,3120031,11140550
티톡커피전문점,커피숍,2013-10-14,서울 강서구 월정로 142,1,28.00,37.531750609637,126.837482048405,TR,3110654,11500540
커피에반하다 송정역점,커피숍,2018-07-27,서울 강서구 공항대로 43,1,63.66,37.5615096042789,126.81217254983,TR,3110637,11500620
오늘애,커피숍,2019-06-11,서울 서초구 서초대로64길 47,1,66.00,37.493633041773,127.021441894142,TR,3110930,11650510
더치스토리,커피숍,2019-06-11,서울 서초구 강남대로 27,1,18.00,37.4682787075426,127.039136433366,TR,3120182,11650652
만나쿠킹,커피숍,2019-06-12,서울 송파구 위례광장로 230,1,47.43,37.478619812243,127.143533445087,AD,,11710647
커피베이 아차산역점,커피숍,2019-06-12,서울 광진구 용마산로 4,1,72.24,37.5540473624408,127.088755555726,TR,3120057,11215770
넵타임커피(NAPTIME COFFEE),커피숍,2017-10-11,서울 강남구 언주로133길 31,,115.70,37.5157987238621,127.032642620431,TR,3120191,11680531
브루잉 세레모니,커피숍,2019-06-12,서울 성동구 연무장5가길 22-1,1,53.63,37.5432727118261,127.055139727387,TR,3110131,11200690
파도의숲,커피숍,2019-06-12,서울 성북구 삼선교로24길 40,1,58.48,37.5884068776111,127.016339133094,TR,3110297,11290555
"정,카페",커피숍,2019-06-13,서울 성북구 서경로13길 1,1,25.00,37.6086756227871,127.015288378809,TR,3110294,11290630
이디야커피(신림패션문화점),커피숍,2017-11-06,서울 관악구 봉천로6길 24,1,62.42,37.488621134755,126.925430749958,TR,3110869,11620695
이넬INEL,커피숍,2019-06-10,서울 영등포구 대방천로 244,1,52.00,37.4985392276194,126.917939026858,TR,3110812,11560680
메가엠지씨커피 대치학원가점,커피숍,2019-06-13,서울 강남구 도곡로77길 6,1,45.82,37.4987709871278,127.058743212182,TR,3120219,11680630
개러지 레옹스,커피숍,2019-06-13,서울 서초구 방배중앙로 170,-1,25.00,37.4942811185908,126.986319913252,TR,3120162,11650590
탐앤탐스 순화동케이지점,커피숍,2019-06-13,서울 중구 통일로 92,1,68.52,37.5635955637684,126.969222436022,TR,3120019,11140520
마주보기,커피숍,2008-06-18,서울 동작구 동작대로35길 29-10,1,46.53,37.4907652961678,126.98052644273,TR,3110851,11590630
놀숲 강남교보타워점,커피숍,2017-01-26,서울 서초구 서초대로77길 58,-1,40.00,37.5025724365785,127.024385107452,TR,3120187,11650531
오르앤지드,커피숍,2015-09-03,서울 동대문구 답십리로30길 44,3,371.25,37.5738488678717,127.04721950204,TR,3110204,11230560
카페우리,커피숍,2019-06-18,서울 광진구 광나루로 545,1,34.04,37.5462593168446,127.089943095429,AL,3110172,11215860
더벤티 중앙대점,커피숍,2019-06-19,서울 동작구 흑석로 90,1,29.75,37.5071593110783,126.959638419285,AL,3110840,11590605
시립은평청소년센터 쉼카페,커피숍,2019-06-19,서울 은평구 백련산로4길 16,1,12.20,37.5942157413413,126.924544209302,AD,,11380590
로리커피(Rori 커피),커피숍,2007-12-20,서울 서초구 바우뫼로2길 69,1,85.21,37.468703998828,127.027599542214,TR,3110934,11650651
투썸 강서 송정역점,커피숍,2016-10-05,서울 강서구 공항대로 30,1,289.99,37.5606623413741,126.810277422215,TR,3120116,11500620
쥬씨차얌 마곡나루점,커피숍,2019-06-20,서울 강서구 마곡중앙로 161-8,1,21.12,37.568851450649,126.827338682565,AD,,11500603
다육공방,커피숍,2019-06-21,서울 성북구 종암로 78,1,33.00,37.5972718578377,127.035487127936,AL,3110315,11290705
카페히릿,커피숍,2013-12-12,서울 광진구 광나루로 404,3,145.92,37.546997372538,127.07433110762,TR,3120054,11215710
골든커피,커피숍,2019-06-21,서울 중구 동호로 387-2,1,6.60,37.5691180726758,127.001751111801,TR,3130035,11140605
해이빈,커피숍,2019-06-24,서울 강동구 천호대로168길 45,1,23.80,37.5337323125881,127.131747939012,TR,3111059,11740650
공차 현대아울렛 송파점,커피숍,2019-06-24,서울 송파구 충민로 66,,20.70,37.4776148442516,127.124961768886,TR,3120236,11710642
카페피아트121,커피숍,2013-05-13,서울 광진구 아차산로78길 7,1,133.68,37.550375597806,127.109297103597,TR,3110180,11215810
소나 카페테라,커피숍,2010-11-24,서울 강서구 강서로45길 45,1,23.10,37.5478757516435,126.833637001619,AL,3110645,11500560
카페에이븐 잠실롯데월드점,커피숍,2019-06-26,서울 송파구 송파대로 521,-1,83.20,37.5116512661013,127.100823177387,TR,3120227,11710680
달콤퐁당,커피숍,2019-06-26,서울 동대문구 안암로24길 8,1,31.28,37.5883741207547,127.035459692395,TR,3110191,11230545
너만 모르는 밀크티,커피숍,2018-06-20,서울 종로구 자하문로1길 44,1,18.00,37.5771575869315,126.96980869689,TR,3130002,11110530
어반정글,커피숍,2019-06-27,서울 서초구 남부순환로 2632,1,53.71,37.4848975258491,127.038417628508,TR,3110939,11650651
던(dawn),커피숍,2019-06-27,서울 용산구 두텁바위로1길 81,1,56.00,37.5475517320598,126.975618127308,TR,3110075,11170510
이디야 탑골공원점,커피숍,2014-06-30,서울 종로구 수표로 109-1,1,39.68,37.5710140971942,126.989203278784,TR,3120009,11110615
스웨이,커피숍,2019-06-27,서울 서대문구 연희로11길 61,1,63.00,37.5689672349381,126.928505774498,TR,3110508,11410615
타이거슈가 신림점,커피숍,2019-06-28,서울 관악구 신림로 323,1,59.50,37.4832285155747,126.929548484921,TR,3130285,11620645
일리카페 시그니처타워점,커피숍,2019-06-28,서울 중구 청계천로 100,1,275.90,37.5674727196383,126.98811318937,TR,3120031,11140550
데스트로커피,커피숍,2019-06-18,서울 금천구 범안로 1138,1,38.00,37.4657958806101,126.888393904496,AL,3110728,11545510
팡그루,커피숍,2018-02-20,서울 중랑구 면목로42길 11,1,53.08,37.5799891304341,127.088951741629,TR,3110261,11260570
모던,커피숍,2019-07-02,서울 서대문구 세검정로1길 48,1,23.00,37.5931297738923,126.944138124551,AL,3110525,11410660
카페만(CAFE-MAAN),커피숍,2019-07-02,서울 중구 마른내로 28,-1,29.00,37.5643370443986,126.990819757756,TR,3120030,11140605
브라운 홀릭,커피숍,2019-07-03,서울 서초구 청계산로 10,1,12.59,37.4632288044056,127.043530153585,AD,,11650652
투썸플레이스건대입구점,커피숍,2014-12-22,서울 광진구 능동로13길 5,1,198.03,37.5424080162085,127.071307159853,TR,3120053,11215710
투썸플레이스아차산역점,커피숍,2017-03-29,서울 광진구 천호대로 642,2,283.62,37.5533125887294,127.088167784221,TR,3120057,11215780
냥토피아,커피숍,2013-07-12,서울 광진구 군자로 8-4,1,124.25,37.5442096576672,127.072044052597,TR,3120053,11215710
오슬로 커피 트윈타워점,커피숍,2019-07-08,서울 중구 을지로 170,1,28.35,37.5661391831606,126.99732748195,TR,3120033,11140605
케이크를 부탁해(연신내역점),커피숍,2016-09-07,서울 은평구 연서로29길 8,1,24.00,37.6189634176779,126.91925659006,TR,3130167,11380551
투썸플레이스 방학역점,커피숍,2016-07-14,서울 도봉구 도봉로 696,2,194.46,37.6666360174378,127.043421875698,TR,3110410,11320690
에코맘의 산골이유식,커피숍,2019-07-08,서울 송파구 송파대로 521,4,23.14,37.5116512661013,127.100823177387,TR,3120227,11710680
투썸플레이스(TWOSOME PLACE),커피숍,2013-06-13,서울 동대문구 고미술로 81,1,297.92,37.5656002424883,127.055721897581,AL,3110133,11230610
메가엠지씨커피회기역점,커피숍,2019-07-08,서울 동대문구 회기로 194,,33.00,37.5898471939807,127.057355809021,TR,3120065,11230720
궁전다방,커피숍,2019-07-08,서울 관악구 남부순환로 1500,1,204.00,37.4820441870141,126.917252351174,TR,3110860,11620765
카페한보리,커피숍,2013-12-24,서울 관악구 남부순환로 1529-1,1,33.74,37.4832179709588,126.920593350252,TR,3110861,11620685
주인장이볶은커피,커피숍,2019-07-08,서울 도봉구 마들로 772,1,27.87,37.6786334422854,127.04963873963,AL,3110415,11320522
투썸플레이스 구로구청사거리점,커피숍,2016-10-19,서울 구로구 가마산로 250,1,181.80,37.4948140331034,126.888676526029,TR,3110716,11530530
미스터아메리카노,커피숍,2011-04-18,서울 용산구 백범로99길 46,1,32.00,37.5361067967582,126.972021155499,TR,3120044,11170625
다온,커피숍,2019-07-10,서울 금천구 시흥대로77길 23,1,27.00,37.4575519359473,126.897593557221,AL,3110740,11545670
커피155,커피숍,2015-06-05,서울 중구 남대문로9길 40,1,9.00,37.5671421016237,126.980368823536,TR,3120026,11140550
아이갓에브리씽(I got everything) SK텔레콤 보라매점,커피숍,2019-07-10,서울 관악구 보라매로5길 1,1,91.02,37.4921970588676,126.926446365551,TR,3120151,11620525
주식회사 더블엑스,커피숍,2019-07-11,서울 중구 명동8길 37-10,1,22.00,37.561946148928,126.985351265853,TR,3120028,11140550
카페 마제스티,커피숍,2014-04-02,서울 금천구 벚꽃로 286,-1,38.42,37.4803938924495,126.884121140151,TR,3120131,11545510
